Real,K-AGRUED,LSTM,GRUED,SVR,ARIMA
3156,3138.61,3128.25,3201.15,3027,3039.37
2991,3127.04,3137.79,3187.33,3056.44,3117.38
3303,3077.55,3040.79,3150.87,2932.8,2877.66
3637,3397.79,3359.42,3447.31,3164.28,3094.1
3600,3631.94,3626.43,3648.58,3402.05,3420.55
3413,3557.61,3568.63,3579.36,3376.48,3431.38
3181,3362.36,3381.68,3404.55,3243.71,3308.84
2821,3097.56,3131.77,3161.66,3073.03,3170.56
2627,2772.21,2788.17,2859.24,2800.35,2861.73
2438,2589.58,2587.04,2636.03,2661.99,2702.87
2959,2574.65,2499.23,2630.84,2533.5,2431.98
3082,3008.22,2978.22,3035.46,2892.52,2809.4
2978,3077.21,3070.8,3095.49,2978.25,2937.33
3324,3084.24,3031.82,3112.1,2907.8,2775.43
3728,3448.74,3391.72,3446.59,3145.25,2951.64
4271,3876.4,3800.54,3832.58,3409.27,3131.72
4118,4191.92,4167.11,4091.59,3729.86,3568.52
3932,4051.54,4036.19,3967.77,3646.92,3518.84
3628,3855.83,3858.54,3792.81,3540.37,3470.14
3870,3708.21,3663.42,3679.29,3353.38,3188.74
3503,3784.25,3794.65,3729.93,3506.96,3472.82
3203,3452.53,3463.42,3439.05,3275.19,3272.11
3240,3238.77,3217.49,3256.48,3073.43,3027.16
2934,3190.57,3203.53,3205.8,3100.1,3139.3
3264,3037.91,2986.23,3080.38,2886.54,2807.73
3560,3365.61,3318.28,3380.55,3118.88,3012.98
3537,3578.7,3560.69,3564.16,3320.19,3266.51
3171,3470.78,3487.37,3459.71,3306.37,3345.36
3089,3177.51,3168.19,3204.23,3057.06,3066.91
3183,3138.08,3111.13,3173.06,3000.01,2977.76
3509,3291.73,3241.77,3319.34,3067.18,2980.16
3497,3532.32,3513.99,3528.27,3292.76,3262.6
3153,3437.57,3452.68,3435.81,3285.84,3343.48
3370,3233.86,3195.2,3267.17,3048.22,2999.83
3214,3358.98,3356.9,3372.45,3201.16,3229.36
3522,3318.22,3270.74,3347.94,3092.82,3021.14
3646,3578.69,3547.14,3578.29,3307.03,3259.23
3361,3596.4,3603.7,3583.59,3390.98,3439.8
3112,3326.07,3334.11,3344.48,3198.26,3261.2
3308,3185.68,3150.43,3228.48,3022.24,2995.04
3488,3379.77,3345.81,3405.47,3162.51,3126.35
3279,3460.9,3464.24,3469.21,3288.45,3339.68
3814,3438.71,3370,3469.23,3143.16,3023.73
3506,3748.27,3754.98,3723.02,3507.1,3570.52
3730,3585.66,3546.31,3595.12,3303.09,3251.17
3548,3699.79,3696.78,3685.89,3454.54,3495.32
3245,3494.01,3507.36,3501.04,3333.29,3414.49
3231,3264.95,3253.11,3303.69,3120.98,3146.55
3555,3334.78,3289.61,3375.8,3111.19,3053.64
3649,3598.4,3573.1,3607.8,3340.02,3325.88
3537,3637.2,3631,3637.42,3404.59,3439.79
3729,3604.07,3570.16,3617.48,3328.73,3292.75
3678,3727.5,3714.13,3721,3459.48,3479.51
3683,3692.16,3674.96,3692.36,3425.99,3434.29
3362,3614.67,3630.45,3615.39,3429.93,3520.38
3293,3363.23,3359.82,3398.85,3206.93,3243.16
3178,3281.96,3284.26,3325.24,3157.35,3206.91
3230,3207,3193.66,3261.59,3073.37,3084.31
3475,3306.95,3274.73,3358.01,3111.46,3071.51
3201,3420.33,3438.32,3448.73,3288.02,3371.1
3367,3256.19,3233.16,3311.76,3089.91,3068.29
3434,3396.87,3383.35,3438.24,3210.96,3209.05
3245,3398.23,3410.21,3434.03,3259.1,3319.02
3292,3267.9,3258.54,3322.64,3121.73,3124.38
3016,3233.25,3256.62,3284.8,3156.04,3236.93
3058,3032.86,3025.09,3107.15,2950.19,2955.31
2776,2993.62,3019.1,3065.98,2981.32,3064.04
2824,2787.58,2778.21,2875.66,2766.88,2772.15
3142,2903.28,2868.07,2990.18,2802.64,2735.93
2905,3103.05,3110.98,3112.93,3015.08,2981.75
3122,2976.09,2936.27,3006.31,2854.25,2751.62
3173,3155.99,3134.54,3169.74,3004.28,2913.11
3476,3271.06,3224.44,3281.27,3040.36,2883.57
3075,3396.89,3419.78,3378.16,3244.25,3224.15
3026,3084.78,3072.48,3105.74,2975.88,2932.22
3433,3149.28,3090.9,3175.38,2943.17,2797.54
3788,3545.44,3492.35,3534.25,3221.04,3035.73
3624,3757.23,3750.18,3708.86,3450.6,3355.59
3375,3581.14,3585.71,3551.64,3349.05,3301.71
3102,3332.52,3342.08,3330.34,3186.92,3182.47
2957,3090.35,3087.15,3115.16,3001.22,3004.93
2975,2983.11,2962.73,3020.83,2900.6,2886.59
3276,3072.51,3023.95,3109.85,2914.07,2830.58
3303,3310.01,3289.6,3321.76,3124.88,3076.53
3435,3363.54,3332.51,3373.66,3144.57,3071.09
3331,3435.94,3427.6,3433.65,3235.51,3210.63
3722,3456.65,3399.56,3466,3166.08,3033.02
3682,3730.02,3710.59,3698.84,3426.9,3366.46
3187,3578.43,3605.34,3552.63,3402.74,3464.69
2898,3142.02,3153.47,3168.27,3069.15,3132.33
3181,2989.21,2942.57,3040.14,2864.17,2817.75
3414,3266.43,3225.88,3295.22,3066.57,3006
3824,3544.31,3484.98,3551.25,3229.46,3105.9
3756,3819.49,3800.31,3783.08,3500.74,3467.18
3663,3749.44,3734.63,3721.51,3458.89,3440.85
3432,3626.47,3627.73,3609.78,3399.83,3426.97
2971,3343.97,3372.11,3353.08,3245.71,3351
2725,2931.18,2939.24,2983.41,2919.54,3011.57
3165,2848.35,2786.53,2917.24,2740.39,2683.97
3536,3283.41,3230.63,3321.56,3060.3,2985.2
3213,3479.71,3493.45,3481.88,3320.35,3394.66
3351,3273.22,3244.2,3308.97,3095.63,3078.45
3673,3457.61,3409.7,3481.07,3194.02,3123.14
3579,3668.33,3657.29,3658.67,3415.05,3431.79
3605,3607.34,3586.55,3608.97,3352.9,3346.66
3688,3646.32,3619.65,3646.15,3371.27,3351.49
3284,3603.84,3624.39,3595.61,3427.68,3527.89
3876,3455.72,3383.07,3490.78,3148.95,3020.89
3787,3858.43,3842.89,3831.43,3551.92,3570.72
3651,3763.02,3755.28,3746.94,3495.41,3530.69
3981,3749.62,3699.18,3749.62,3405.94,3330.57
3677,3899.29,3902.72,3863.76,3621.03,3697.15
3843,3732.19,3698.43,3731.44,3424.72,3391.85
4067,3902.78,3859.06,3884.66,3535.01,3485.03
4125,4065.36,4030.48,4023.5,3677,3666.88
4154,4109.06,4075.06,4061.92,3713.18,3711.56
3907,4064.92,4057.69,4015.68,3731.56,3800.47
4199,3975.89,3925.23,3954.87,3579.14,3515.49
4218,4169.28,4134.34,4117.26,3760.24,3765.68
4189,4172.99,4142.46,4119.97,3772.39,3791.26
4072,4124.71,4104.9,4075.83,3756.06,3797.84
3855,3994.96,3991.02,3959.89,3685.81,3752.3
3536,3770.07,3785.24,3760.3,3548.23,3638.93
3460,3525.48,3525.25,3551.84,3331.51,3361.1
3675,3522.71,3495.29,3558.03,3277.65,3233.82
3587,3654.49,3653.88,3668.1,3428.36,3458.68
3713,3622.1,3602.82,3646.37,3367.45,3342.77
3646,3693.58,3691.34,3705.26,3454.64,3477.66
3423,3589.27,3605.09,3609.43,3408.6,3468.55
3457,3450.94,3431.9,3433.61,3202.37,3056.15
3443,3473.02,3458.24,3453.19,3226.41,3093.4
3630,3510.25,3475.17,3492.92,3219.09,3044.34
3826,3694.47,3656.04,3658.27,3341.56,3143.82
3807,3826.25,3804.91,3769.74,3465.59,3301.78
3908,3839.3,3806.12,3785.86,3456.13,3271.95
4040,3941.02,3901.68,3877.61,3519.54,3321.94
3874,3986.65,3972.5,3910.08,3599.73,3468.07
4333,3992.81,3921.2,3935.08,3503.31,3242.2
3935,4184.67,4180.92,4080.23,3768.34,3677.75
4139,3986.12,3937.7,3923.77,3544.26,3353.54
3894,4057.02,4045.98,3974.03,3665.68,3572.34
3924,3906.08,3875.88,3850.14,3523.54,3393.98
3719,3875.27,3867.49,3817.07,3543.68,3476.1
3583,3702.08,3692.68,3667.24,3418.44,3360.99
3664,3626.5,3597.85,3607.47,3332.36,3240.49
3756,3707.37,3676.11,3680.54,3386.53,3288.56
4000,3832.91,3784.35,3797.01,3446.92,3307.08
3699,3922.01,3920.68,3860.54,3598.86,3578.58
3666,3710.12,3690.47,3682.46,3413.69,3358.58
3746,3707.04,3676.78,3684,3393.84,3318.19
3785,3772.91,3744.96,3742.09,3446.81,3379.05
4034,3862.2,3812.29,3828.09,3473.13,3354.28
3972,4013.18,3986.54,3952.96,3628.03,3572.92
3846,3941.24,3923.23,3888.66,3592.36,3562.65
3841,3855.7,3829.65,3817.87,3516.03,3469.53
3707,3818.75,3805.83,3782.47,3514.31,3504.66
3849,3761.59,3724.7,3741.08,3429.81,3364.22
3541,3782.47,3786.95,3747.3,3522.1,3563.49
3789,3627.85,3583.97,3627.45,3321.87,3247.69
3877,3825.05,3791.96,3798.51,3486.46,3439.73
3760,3855.58,3840.6,3820.33,3543.64,3546.72
3366,3676.71,3693.02,3655.4,3470.06,3551.84
3612,3453.58,3413.13,3475.52,3204.55,3151.71
3606,3631.69,3613.16,3628.71,3374.32,3372.22
3170,3517.98,3542.88,3516.68,3371.14,3479.03
3218,3205.51,3186.95,3249.09,3066.28,3079.21
3430,3294.69,3259.97,3334.92,3101.23,3071.07
3232,3403.85,3408.84,3424.36,3252.27,3314.25
3215,3250.53,3239.47,3291.47,3111.91,3139.56
3231,3241.03,3227.16,3284.51,3099.87,3120.59
3438,3304.35,3271.76,3347.36,3111.66,3084.12
3733,3532.58,3489.89,3556.4,3259.73,3201.6
3464,3676.79,3685.12,3669.86,3462.14,3536.57
3566,3508.57,3485.79,3531.77,3278.75,3268.85
3560,3580.62,3567.44,3594.09,3350.15,3364.64
3975,3679.23,3624.59,3694.41,3346.41,3256.13
3465,3838.61,3865.15,3808.97,3621.63,3757.08
3608,3516.56,3491.82,3543.88,3280.59,3260.48
3435,3576.15,3581.04,3589.37,3380.62,3436.61
3498,3465.17,3450.03,3497.68,3259.64,3259.21
3445,3497.19,3493.34,3524.28,3304.41,3331.24
3544,3482.1,3464.48,3515.72,3266.92,3255.72
3896,3641.34,3597.5,3665.77,3337.03,3260.53
3868,3879.78,3865.09,3866.52,3575.42,3593.44
3431,3750.45,3778.31,3741.44,3557.57,3677.26
3488,3453.53,3443,3492.85,3256.8,3251.22
3483,3492.92,3488.51,3527.56,3297.52,3305.59
3277,3436.58,3453.09,3472.83,3293.85,3350.5
3438,3323.07,3305.66,3380.09,3143.87,3107.69
3398,3447.16,3435.44,3428.28,3212.17,3082.1
3433,3427.31,3407.99,3413.58,3187.78,3051.58
3462,3460.94,3441.72,3444.64,3212.54,3078.79
3616,3521.3,3489.08,3503.01,3233.31,3070.27
3629,3636,3615.78,3602.33,3334.63,3191.29
3226,3545.13,3566.01,3511.06,3344.84,3310.29
3734,3377.19,3309.63,3385.59,3080.53,2880.44
3520,3693.43,3692.87,3649.96,3415.01,3332.59
3670,3579.86,3546.22,3560.53,3279.93,3140.09
3153,3558.12,3588.68,3523.64,3378.45,3392.45
3278,3209.33,3179.39,3228.6,3035.5,2960.6
2921,3215.16,3233.37,3223.68,3122.57,3156.44
3074,2979.88,2945.73,3020.32,2875.23,2832.21
3241,3140.29,3105.7,3169.55,2983.64,2921.02
3388,3304.82,3272.49,3319.96,3100.79,3026.62
3035,3326.98,3343.98,3328.54,3202.49,3240.56
3387,3147.15,3093.92,3182.69,2958.78,2865.5
3498,3442.39,3412.94,3446.07,3204.3,3135.2
3291,3472.46,3473.67,3465.55,3280.39,3283.55
3366,3337.84,3312.59,3353.18,3140.7,3098.61
3402,3403.11,3381.37,3411.96,3193.41,3157.14
3425,3435.67,3414.99,3441.83,3219.13,3186.32
3427,3453.21,3434.48,3458,3235.91,3209.85
2979,3342.67,3369.01,3348.27,3238.35,3328.13
3324,3087.86,3035.98,3135.69,2923.78,2860.11
3418,3375.56,3348.82,3393.66,3169.25,3138.89
2946,3327.52,3356.74,3337.07,3235.16,3341.38
3858,3195.15,3087.05,3248.3,2901.1,2704.32
3157,3692.57,3736.08,3656.42,3527.77,3666.85
3320,3223.54,3191.31,3261.42,3054.07,3029.82
3287,3338.84,3325.83,3362.35,3170.3,3184.5
3488,3363.93,3328,3391.69,3147.69,3107.77
3450,3503.65,3489.89,3511.96,3288.45,3296.93
3578,3507.39,3477.82,3520.71,3263.05,3234.49
3667,3622.53,3595.16,3623.24,3351.4,3327.36
3221,3574.18,3598.77,3566.2,3411.98,3519.37
3290,3262.45,3241.64,3301.42,3103.05,3107.58
3399,3341.52,3316.74,3374.99,3152.85,3144.32
3268,3389.88,3388.53,3413.57,3230.53,3277.28
3487,3345.83,3310.99,3383.41,3137.82,3104.57
3776,3580.65,3536.97,3597.28,3293.07,3232.91
3074,3610.55,3660.12,3596.74,3489.03,3667.82
3370,3166.48,3125.67,3223.86,2997.09,2955.12
3562,3438.69,3407.56,3470.43,3211.96,3182.6
3825,3644.74,3604.24,3657.58,3346.94,3293.81
3152,3660.96,3707.98,3645.91,3524.04,3699.79
2882,3101.7,3119.5,3156.54,3054.39,3148.42
3029,2929.14,2904.85,3004.1,2853.34,2853.93
3690,3207.65,3133.28,3273.94,2962.98,2827.29
3500,3650.68,3655.36,3654.93,3436.59,3495.76
3170,3430.86,3454.07,3456.67,3305.66,3402.3
3266,3207.36,3191.39,3265.54,3067.03,3063.78
3209,3264.95,3264.59,3315.8,3137.51,3168.68
3175,3212.4,3210.6,3269.26,3095.42,3120.7
3068,3158.87,3165.08,3219.55,3069.99,3112.62
3430,3166.71,3126.53,3236.56,2989.77,2915.79
3088,3352.79,3382.18,3392.21,3256.08,3350.26
2910,3050.07,3065.27,3120.31,3003.88,3059.94
3309,3012.19,2969.19,3094.36,2868.77,2782.32
3542,3373.03,3348.24,3427.18,3167.44,3113.01
3515,3551.75,3537.83,3521.94,3279.45,3130.01
3514,3532.83,3516.26,3506.92,3264.04,3118.96
3409,3506.59,3500.1,3481.81,3265.3,3152.95
3742,3513.99,3464.23,3501.19,3198.51,2998.53
3514,3695.49,3697.03,3648.13,3413.91,3313.57
3806,3607.83,3560.77,3586.1,3270.8,3078.28
3557,3751.54,3753.09,3699.21,3457.62,3368.06
3502,3563.99,3550.62,3539.71,3302.28,3202.92
3381,3494.56,3488.23,3477.15,3268.14,3198.4
3541,3446.3,3412.68,3442.49,3189.49,3070.81
3670,3595.98,3563.8,3576.43,3296.99,3171.2
3292,3593.83,3610.1,3561.35,3382.04,3373.31
3217,3300,3289.89,3308.17,3133.4,3099.67
3658,3353.9,3292.23,3370.3,3083.1,2934.11
3488,3635.54,3630.79,3607.37,3379.45,3337.02
3578,3536.3,3508.06,3527.43,3269.65,3185.83
3140,3492.17,3515.43,3474.69,3330.58,3373.98
2978,3125.88,3124.42,3153.39,3033.55,3059.99
3221,3061.59,3019.09,3103.67,2919.78,2866.66
3103,3219.13,3213.37,3241.2,3092.06,3105.57
3490,3225.62,3169.4,3259.39,3009.93,2912.94
3356,3483.18,3477.25,3480.14,3278.79,3276.97
3936,3529.2,3453.28,3541.07,3188.62,3024.45
3482,3826.39,3842.36,3776.74,3568.8,3618.8
3276,3457.32,3458.93,3458.15,3276.81,3304.8
3083,3255.65,3257.88,3278.47,3135.73,3181.3
3480,3207.21,3150.87,3248.59,2999.49,2917.19
3729,3568.78,3525.33,3572.86,3278.54,3202.64
3765,3755.83,3729.16,3733.9,3445.32,3408.35
3840,3799.43,3768.11,3774.53,3469.82,3424.33
3849,3852.98,3826.34,3820.81,3519,3489.1
3639,3806.36,3801.54,3774.2,3525.95,3553.78
3801,3700.43,3664,3692.45,3390.54,3340
3461,3728.45,3738.48,3703.62,3497.65,3566.79
3708,3547.6,3506.29,3560.79,3271.37,3214.35
2900,3522.83,3582.66,3510.33,3439.13,3635.07
3210,2994.4,2949.03,3058.94,2868.82,2834.23
3427,3287.84,3252.65,3328.81,3095.47,3064.53
3881,3563.88,3503.71,3584.7,3250.17,3149.29
3493,3788.31,3802.5,3760.75,3555.1,3648.5
3274,3459.54,3466.57,3475.54,3297.23,3363.83
2787,3174.19,3210.78,3213.2,3142.69,3286.6
2426,2707.22,2730.66,2783.38,2784,2922.37
2623,2475.05,2440.34,2563.8,2515.82,2535.88
2888,2693.65,2653.98,2778.12,2660.83,2650.13
2618,2832.34,2848.79,2905.31,2858.5,2965.52
2897,2691.02,2650.78,2776.9,2655.96,2638.83
3062,2949.05,2923.07,3023.14,2864.58,2859.97
3052,3073.59,3066.42,3137.47,2987.55,3018.29
3030,3059.61,3054.17,3125.15,2979.87,3012.75
3036,3043.36,3035.62,3111.39,2963.17,2988.45
3315,3116.92,3082.48,3185.42,2967.33,2922.58
3305,3325.78,3320.42,3372.12,3173.27,3191.63
3096,3265.05,3280.3,3313.35,3165.88,3232.88
2630,2989.1,3031.16,3055.98,3011.14,3145.47
2399,2570.73,2585.85,2661.33,2658.59,2747.68
2923,2524.2,2461.67,2617.54,2484.71,2391.82
2747,2882.61,2896.61,2963.3,2879.29,2938.94
2954,2797.7,2772.07,2886.78,2744.83,2711.29
3275,3036.61,3002.45,3117.21,2901.52,2830.64
3773,3420.33,3355.23,3417.82,3104.54,2865.84
3011,3588.77,3644.06,3535,3426.58,3433.8
3086,3049.27,3024.57,3072.4,2928.3,2848.82
2904,3061.78,3063.19,3079.71,2980.99,2958.94
3225,3002.28,2951.63,3035.74,2856.55,2741.92
3013,3195.7,3200.32,3203.16,3078.47,3053.28
3055,3044.76,3022.78,3071.92,2934.16,2881.71
2878,3033.22,3033.32,3057.95,2964.34,2965.04
2802,2877.59,2866.05,2917.07,2841.93,2847.17
2429,2725.39,2742.76,2771.05,2789.32,2883.44
2237,2387.58,2383.7,2453.1,2528.78,2633.11
2597,2331.18,2272.13,2404.09,2397.48,2391.86
3174,2752.06,2672.56,2812.26,2646.36,2540.61
3136,3190.69,3176.89,3211.09,3053.35,3029.42
2872,3095.86,3104.56,3120.71,3027.94,3069.23
2882,2894.08,2873.93,2941.03,2842.52,2851.39
3158,2970.96,2924.35,3018.18,2850.21,2794.32
3362,3235.66,3197.63,3261.55,3046.16,2979.06
2861,3264.69,3296.62,3271.93,3188.44,3279.1
2939,2899.86,2873.19,2951.45,2836.73,2840.89
2974,2969.5,2947.78,3016.49,2893.1,2901.81
2843,2963.97,2959.18,3009.29,2918.69,2967.65
3138,2935.36,2887.31,2990.99,2824.96,2783.57
2817,3084.18,3099.18,3117.85,3036.89,3121.82
3331,2963.01,2893.24,3022.17,2806.75,2716.99
2900,3251.31,3277.03,3268.71,3174.12,3274.41
3001,2945.17,2917.69,3000.67,2867.44,2876.08
3047,3035.24,3013.98,3084.23,2940.91,2955.66
3111,3086.72,3064.05,3133.01,2974.53,2982.44
2800,3058.18,3073.36,3100.09,3021.07,3119.06
2952,2853.68,2821.49,2919.23,2795.24,2804.99
2805,2935.57,2934.47,2991.99,2906.5,2979.19
2680,2789.01,2785.16,2855.99,2798.94,2878.86
2698,2695.15,2676.43,2769.54,2707.01,2761.68
2567,2676.19,2672.83,2750.51,2720.06,2810.6
3089,2703.81,2634.56,2784.28,2623.52,2560.89
2713,3017,3040.87,3067.5,3007.48,3131.58
2991,2792.84,2749.76,2868.77,2730.46,2717.1
2786,2958.41,2965.74,3018.41,2935.91,3024.29
3073,2869.66,2827.01,2943.5,2784.08,2762.57
2738,3008.88,3030.26,3064.46,2996.3,3112.41
2759,2752.65,2737.07,2830.45,2747.82,2794.58
2938,2813.33,2782.55,2890.88,2763.12,2768.18
2589,2865.23,2888.92,2933.37,2896.28,3022.24
2892,2668.17,2624.41,2753.71,2635.53,2617.36
2894,2904.45,2893.74,2977.18,2861.49,2900.31
2771,2874.63,2876.92,2948.06,2862.68,2931.49
2478,2704.93,2723.75,2785.63,2770.04,2886.08
2406,2458.87,2453.37,2549.01,2550.42,2624.8
2774,2495.16,2445.53,2586.55,2496.44,2462.37
2704,2761.87,2759.92,2844.59,2770.74,2825.52
2755,2719.56,2705.32,2805.71,2717.37,2742.95
2621,2725.01,2730.31,2809.91,2755.21,2822.56
2614,2618.75,2610.38,2708.52,2653.4,2692.34
2374,2552.74,2568.08,2643.19,2647.34,2742.14
2301,2350.16,2346.72,2443.26,2467.25,2527.98
2746,2406,2350.62,2498.88,2412.64,2343.87
2733,2742.44,2738.24,2830.93,2744.86,2769.33
2607,2700.15,2707.64,2789.68,2734.18,2784.36
2755,2639.46,2618.37,2732.43,2637.68,2620.52
3061,2844.36,2793.93,2883.57,2749.96,2645.51
2685,2986.87,3007.89,3004.82,2961.33,2981.41
2838,2735,2698.8,2780.46,2703.17,2657
3037,2903.76,2864.7,2940.82,2809.86,2731.72
3362,3139.17,3089.36,3162.28,2948.53,2812.31
3377,3389.24,3371,3383.28,3170.65,3068.83
3004,3307.64,3327.91,3301.19,3182.24,3180.97
2931,3007.17,2996.52,3036.1,2928.96,2911.04
2964,2959.25,2937.3,2994.87,2879.01,2849.38
2804,2945.1,2942.67,2979.24,2902.98,2920.97
2974,2863.38,2826.47,2909.92,2791.37,2752.97
3163,3043.09,3005.76,3078.49,2911.73,2848.97
2824,3104.05,3120.38,3124.44,3044.64,3093.16
2775,2829.67,2814.9,2877.89,2807.3,2830.86
2829,2804.96,2779.51,2857.31,2773.05,2780.22
2805,2841.25,2824.14,2891.11,2811.94,2834.67
3058,2885.78,2840.85,2938.18,2795.33,2754.58
3283,3139.02,3098.64,3173.65,2975.81,2914.9
3366,3331.72,3305.66,3346.83,3134.14,3087.17
3928,3534.53,3460.15,3542.37,3192.31,3020.74
3849,3912.49,3891.24,3860.75,3558.93,3500.43
3292,3720.33,3749.26,3678.2,3511.83,3584.48
3804,3448.18,3379.44,3466.43,3144.31,3003.2
3055,3630.55,3679.96,3595.34,3486.64,3620.37
3049,3078.1,3061.61,3119.87,2978.35,2995.04
3075,3079.82,3060.3,3123.06,2974.58,2986.05
3043,3091.78,3078.32,3133.83,2993.75,3019.42
3441,3166.33,3110.02,3211.99,2971.22,2894.21
3237,3416.93,3419.45,3426.11,3252.8,3295.96
3158,3244.12,3235.91,3274.66,3111.06,3140.96
3173,3187.29,3170.12,3226.07,3055.28,3069.73
3332,3238.24,3206.93,3276.65,3066.52,3045.45
3594,3423.98,3381.93,3448.32,3180.04,3123.62
3755,3656.42,3621.26,3654.37,3361.34,3316.13
3651,3743.8,3731.75,3725.08,3468.94,3484.14
3596,3656.59,3642.44,3650.36,3401.32,3411.73
3188,3514.86,3537.47,3515.68,3365.19,3468.59
3296,3238.3,3214.08,3281.26,3079.59,3077.2
3067,3262.53,3271.9,3296.43,3157.53,3234.07
3222,3125.79,3097.73,3180.91,2991.83,2985.7
2670,3106.11,3149.01,3148.95,3104.94,3267.3
3095,2783.48,2726.94,2864.23,2697.23,2647.33
3395,3188.92,3147.72,3244.63,3012.54,2968.5
3038,3326.3,3349.8,3355.53,3229.72,3336.67
3141,3080.16,3059.54,3142.16,2970.38,2977.55
2842,3084.01,3104.19,3138.8,3046.34,3148.7
3008,2893.38,2866.4,2969.77,2823.73,2822.88
2806,2971.16,2982.47,3038.05,2947.57,3029.69
3279,2931.82,2874.84,3011.61,2795.86,2717.04
3133,3258.48,3265.12,3305.1,3147.23,3203.59
3069,3130.73,3130.18,3190.97,3039.84,3079.07
2657,2977.81,3012.57,3043.92,2991.99,3118.87
2814,2697.23,2672.37,2785.48,2681.27,2680.13
2669,2782.08,2789.62,2865.17,2799.19,2864.61
2760,2691.76,2674.64,2780.83,2688.84,2698.58
2575,2715.26,2727.32,2801.97,2756.98,2829.5
2612,2580.99,2569.12,2673.12,2616.26,2637.65
2429,2563.09,2574.18,2655.06,2643.29,2715.14
2790,2512.83,2467.71,2606.64,2504.92,2444.78
3349,2928.82,2869.1,3017.04,2776.75,2650.79
3133,3315.42,3321.68,3305.62,3153.71,3081.67
2724,3051.56,3076.39,3063.29,3010.39,3027.07
3141,2840.99,2778.86,2884.21,2730.12,2611.6
3199,3177.49,3155.23,3190.6,3018.57,2927.98
2926,3153.79,3164.65,3162.65,3059.41,3048.02
3059,2978.17,2946.44,3011.06,2872.78,2806.18
3139,3101.16,3075.71,3124.52,2966,2897.24
3140,3163.07,3145.81,3180.51,3022.32,2966.44
2688,3051.22,3079.14,3069.6,3024.21,3086.18
2890,2751.75,2710.46,2804.27,2709.23,2675.82
3015,2940.64,2909.03,2981.31,2851.9,2812.82
2625,2940.33,2961.17,2972.46,2940.48,3016.98
3043,2741.14,2677.78,2799.95,2666.08,2596.33
3018,3060.64,3045.1,3092.5,2961.91,2951.22
2814,2990.49,2992.71,3025.41,2945.18,2986.06
2936,2862.27,2830.43,2913.12,2801.26,2789.37
2633,2881.81,2893.49,2925.12,2888.62,2970.95
3087,2758.41,2692.03,2821.52,2672.96,2605.3
2971,3083.47,3077.35,3116.63,2997.08,3021.37
2768,2942.92,2945.08,2986.52,2915.41,2977.43
3083,2863,2812.05,2921.49,2770.33,2728.01
2510,2965.19,3005.04,3001.67,2996.46,3144.46
2801,2590.39,2540.33,2663.26,2585.36,2580.72
3015,2871.6,2831.52,2930.84,2794.93,2780.09
2975,3028.59,3015.37,3073.61,2949.66,2978.73
3245,3064.86,3020.66,3113.95,2921.33,2878.82
2959,3201.04,3212.87,3227.84,3114.7,3188.85
3193,3039.04,2998.8,3091.23,2910.52,2882.06
3115,3200.08,3191.66,3233.72,3079.2,3110.32
2981,3106.51,3103.99,3148.08,3023.95,3077.36
3395,3105.95,3048.59,3159.31,2927.4,2856.32
3175,3366.61,3371.92,3383.59,3223.44,3281.25
3164,3197.44,3183.42,3236.66,3068.41,3091.2
2934,3131.16,3139.37,3172.34,3060.91,3140.6
2718,2898.75,2905.44,2959.2,2893.76,2987.47
2804,2750.77,2726.2,2824.91,2734.6,2769.31
2721,2797.04,2790.36,2867.45,2797.94,2868.45
2465,2667.6,2677.99,2743.16,2736.38,2855.94
2619,2505.94,2473.92,2591.33,2547.49,2582.43
2616,2624.72,2609.79,2706.06,2660.25,2722.57
2876,2686.97,2646.1,2769.09,2657.6,2653.48
2935,2904.53,2886.16,2974.89,2850.54,2879.31
3108,2993.23,2964.24,3060.69,2894.22,2890.5
2762,3040.04,3063.93,3095.64,3022.11,3138.63
2941,2815.38,2785.51,2894.28,2764.61,2767.34
3295,3042.82,2997.2,3112.49,2898.08,2846.43
3328,3321.76,3308.71,3363.84,3158.72,3171.66
3150,3301.25,3309.59,3341.21,3182.64,3246.85
3080,3148.13,3147.02,3205.06,3052.74,3095.17
2615,2977.41,3016.33,3040.85,3000.71,3143.31
2788,2659.33,2631.47,2747.61,2651.11,2652.64
2929,2828.33,2805.93,2911.14,2780.73,2780.1
2935,2938.47,2931.33,3014.78,2886.58,2912.06
3063,2974.31,2955.59,3051.08,2890.61,2883.35
3247,3118.06,3095.03,3187.35,2986.44,2959.15
2950,3182.89,3208.59,3238.46,3122.97,3209.85
2781,2912.82,2925.71,2991.18,2900.34,2960.02
3157,2875.48,2832.8,2962.72,2771.45,2697.48
3157,3163.35,3161.56,3229.35,3055.11,3063.02
3009,3125.26,3138.98,3192.23,3054.65,3097.12
2441,2885.47,2925.44,2906.64,2924.52,2995.93
2424,2443.19,2421.59,2499.26,2535.53,2568.02
2918,2553.79,2480.97,2611.58,2524.25,2435.08
2595,2855.23,2869.25,2886.61,2865.27,2904.91
2792,2654.19,2612.48,2706.5,2642.09,2606.84
2569,2751.67,2754.1,2793.86,2779.53,2822.45
2564,2577.33,2555.55,2632.96,2624.92,2650.95
2684,2603.57,2569.25,2660.44,2621.8,2620.51
2845,2737.24,2700,2788.97,2705.94,2680.05
2544,2787.64,2798.24,2830.44,2819.54,2889.55
2805,2618.51,2570.05,2679.26,2608.71,2583.83
