Real,K-AGRUED,GRUED,LSTM,SVR,ARIMA
7395,6452.02,6841.1,6759.84,6676.77,5876.44
7890,6864,7397.2,7293.94,7246.39,6056.32
8191,7186.34,7841.75,7726.61,7734.27,6257.49
7691,7308.34,8100.99,7982.4,8193.92,6688.26
7423,6998.99,7673.5,7563.5,7727.47,6498.87
7987,6898.36,7434.21,7330.93,7290.8,6083.51
7630,7195.02,7937.91,7824.24,8023.79,6620.02
7157,6942.67,7626.96,7519.54,7753.12,6615.78
7253,6667.72,7193.07,7097.23,7184.91,6279.08
7175,6720.63,7285.17,7186.68,7325.26,6388.89
6554,6611.9,7213.44,7116.9,7393.8,6630.34
7163,6279.32,6611.94,6534.11,6485.33,5967.26
6553,6607.12,7204.84,7108.36,7390.98,6647.45
6416,6205.63,6612.63,6533.12,6676.76,6328.91
6598,6134.76,6476.36,6400.44,6460.99,6171.72
6928,6287.74,6658.5,6575.88,6610.18,6152.91
6958,6504.31,6982.87,6890.84,7018.51,6362.64
7328,6561.38,7012.31,6919.19,6966.33,6226.96
6996,6761.17,7364.87,7265.1,7508.26,6621.27
7027,6557.31,7049.37,6954.74,7094.23,6409.33
6598,6534.99,7079.22,6983.71,7242.49,6633.04
6628,6261.69,6658.62,6570.85,6692.71,6360.51
7228,6341.91,6687.97,6598.69,6581.36,6120.98
6618,6666.35,7270.31,7171.66,7494.43,6781.39
5941,6207.66,6676.66,6585.87,6889.8,6716.51
6500,5809.63,5992.1,5914.46,5870.34,6052.39
6350,6171.43,6557.01,6466.37,6632.76,6481.06
6563,6092.98,6405.17,6315.96,6382.36,6302.94
6599,6238.7,6617.43,6523.86,6649.03,6429.99
6586,6261.5,6651.82,6556.88,6697.17,6468.72
6211,6215.66,6637.26,6541.55,6771.65,6639.92
6637,6007.24,6258.84,6166.45,6170.39,6227.88
6269,6255.63,6684.31,6586.4,6818.51,6665.55
5586,5941.43,6313.72,6217.86,6501.93,6757.97
6192,5532.82,5618.82,5530.13,5453.74,6077.97
6248,5955.38,6231.75,6133.79,6226.5,6434.03
5905,5959.02,6285.96,6186.18,6381.53,6632.78
5817,5715.54,5936.71,5837.96,5947.15,6474.49
6298,5702.65,5845.31,5745.44,5706.62,6215.37
6637,6065.78,6328.54,6224.53,6249.61,6363.51
6692,6298.46,6664.07,6559.33,6680.2,6551.16
6213,6286.91,6715.33,6610.05,6867.66,6808.26
5951,5938.91,6234.27,6126.22,6291.47,6650.12
6451,5809.11,5967.54,5857.87,5814.89,6278.43
6591,6163.51,6465.93,6356.29,6435.09,6521.74
6161,6168.08,6580.43,6512.63,6593.64,6044.76
6246,5907.54,6165.94,6123.41,6087.37,5734.06
6194,5957.67,6252.63,6204.88,6207.78,5831.89
7000,6006.35,6204.58,6159.71,5954.34,5451.67
6604,6471.48,6985.34,6896.37,6991.98,6191.15
6234,6192.06,6612.04,6543.48,6641.24,6105.96
6347,5970.13,6252.97,6204.75,6188.69,5823.27
6481,6057.07,6367.52,6312.51,6296.32,5855.17
6811,6176.74,6502.26,6439.55,6379.93,5812.81
6354,6340.04,6825.6,6745.78,6889.62,6255.99
6164,6033.51,6382.94,6326.1,6406.59,6051.27
5798,5875.2,6196.34,6149.09,6277.31,6105.66
6156,5671.53,5829.74,5801.71,5751.76,5719.52
6486,5940.57,6192.81,6144.38,6107.31,5822.51
6647,6171.32,6523.78,6457.82,6471.49,5984.25
6471,6257.83,6684.52,6610.41,6715.61,6185.37
6399,6139.2,6513.56,6447.01,6527.93,6116.04
6490,6102.83,6444.13,6380.21,6423.35,6042.41
6231,6136.85,6536.55,6467.68,6604.43,6233.67
6373,5983.32,6279.52,6221.65,6256.18,6014.12
6073,6047.09,6423.61,6358.3,6510.4,6256.83
6402,5883.25,6122.75,6069.92,6060.48,5927.09
6156,6076.08,6455.63,6387.22,6533.77,6266.93
6513,5950.59,6209.26,6150.23,6141.78,5960.03
6935,6228.09,6568.98,6494.35,6484.31,6016.42
6489,6455.23,6984.2,6894.42,7119.83,6504.42
6184,6139.05,6547.22,6471.71,6648.92,6365.7
6129,5933.03,6241.19,6175.97,6281.61,6206.63
6121,5896.03,6185.98,6121.51,6215.46,6188.34
6033,5882.31,6178.31,6112.76,6228.33,6236.26
6113,5831.59,6089.06,6025.23,6097,6157.19
5962,5870.61,6170.76,6102.62,6237.01,6289.62
6409,5813.8,6016.89,5952.38,5932.25,6005.19
6512,6123.89,6470.29,6390.28,6478.53,6256.71
6336,6174.84,6573.42,6489.57,6654.75,6413.69
6680,6093.14,6396.46,6316.15,6343.38,6159.35
6698,6322.34,6739.98,6650.44,6780.06,6380.76
6119,6276.78,6757.32,6666.66,6948.27,6664.07
5968,5877.16,6175.08,6096.32,6238.36,6379.23
6178,5795.79,6020.48,5943.92,5988.24,6202.01
6636,5984.19,6233.39,6150.26,6144.27,6139.63
6615,6287.76,6692.59,6599.79,6742.88,6446.51
6160,6228.81,6670.54,6577.18,6828.11,6649.03
6356,5944.4,6211.73,6124.53,6183.44,6289.22
5846,6025.68,6408.47,6316.7,6564.55,6651.51
6218,5716.12,5889.47,5804.64,5801.36,6179.71
5639,5912.18,6265.92,6173.43,6429.09,6681.29
6359,5586.84,5675.73,5590.57,5489.44,6012.03
6174,6060.91,6404.39,6307.66,6473.45,6548.48
6111,5929.51,6215.7,6119.38,6241.45,6474.17
6158,5891.23,6149.83,6052.59,6142.28,6425.14
6347,5942.06,6195.12,6095.96,6152.26,6379.19
5751,6010.49,6383.12,6281.52,6546.13,6772.14
5823,5609.44,5778.5,5679.21,5739.42,6389.16
5953,5672.04,5849.06,5747.21,5795.27,6384.88
5409,5707.12,5977.97,5873.52,6095.82,6718.45
5847,5372.41,5427.47,5324.61,5277.48,6204.9
5944,5686.88,5865.6,5757.93,5811.62,6434.43
6104,5769.58,5960.49,5850.82,5892.46,6430.41
6341,5902.95,6118.37,6007.18,6037.44,6428.66
7114,6107.08,6338.77,6285.51,6069.02,5446.74
6452,6518.16,7077.51,6982.24,7121.65,6287.52
6440,6112.51,6453.86,6394.09,6384.9,5859.84
6325,6094.98,6445.74,6386.56,6409.32,5920.66
6188,6009.89,6336.61,6283.84,6318.8,5922
6353,5940.09,6204.56,6159.4,6125.24,5773
6139,6025.43,6370.4,6315.44,6380.77,5996.51
5531,5828.45,6161.42,6118.17,6287.8,6143.84
6243,5502.07,5552.93,5544.19,5393.06,5440.65
6207,5965.25,6270.16,6219.92,6256.48,5941.81
5965,5918.83,6236.88,6187.99,6280.78,6042.97
5793,5744.71,5996.53,5960.22,6039.13,5976.37
6192,5671.82,5824.68,5796.93,5736.72,5700.05
5961,5911.55,6228.9,6178.58,6282.11,6082.57
6610,5825.73,5998.33,5959.29,5844.69,5653.95
7107,6297.87,6648.28,6575.86,6512.22,5874.62
6635,6563.6,7129.43,7035.96,7227.36,6430.95
6059,6211.58,6677.49,6602.85,6817.47,6392.21
5927,5824.67,6104.3,6055.77,6151.84,6087.18
5631,5708,5971.8,5928.5,6066.36,6149.2
6242,5570.93,5670.96,5640.72,5550.13,5697.35
5372,5891.97,6293.61,6233.12,6527.75,6500.92
5913,5362.5,5407.85,5386.5,5315.16,5709.51
6414,5778.62,5962.19,5913.9,5862.82,5846.83
6577,6127.69,6470.19,6399.39,6450.7,6113.09
6581,6235.16,6633.72,6555.89,6655.98,6230.79
6224,6202.97,6638.75,6559.97,6753.73,6407.3
6863,6033.03,6281.69,6214.94,6148.6,5902.16
6442,6408.23,6917.76,6828.78,7056.53,6516.87
6256,6117.68,6502.42,6425.64,6579.33,6342.35
6259,5995.49,6315.58,6243.91,6344.31,6234.49
6195,5991.57,6318.87,6245.84,6365,6278.21
7265,6056.26,6254.17,6181.9,6016.27,5768.69
6888,6711.38,7305.75,7206.86,7458.46,6630.28
6893,6474.96,6944.64,6852.09,6992.36,6401.41
6936,6483.27,6949.41,6856.27,6989.72,6396.58
6374,6455.41,6990.99,6896.61,7186.01,6687.7
6933,6144.54,6433.88,6350.22,6328.19,6093.67
6280,6445.56,6987.15,6891.93,7208.02,6749.94
6080,5997.03,6337.61,6253.61,6417.57,6442.02
6811,5935.35,6133.79,6052.87,5973.1,5999.49
6208,6361.41,6865.39,6770.21,7070.49,6738.39
6213,5962.46,6261.66,6175.03,6284.56,6372
6976,6042.26,6265.46,6177.31,6097.71,6043.16
7287,6577.39,7022.49,6924.32,7010.56,6385.09
6811,6727.75,7318.77,7219.71,7525.83,6798.03
6955,6438.16,6858.05,6759.8,6876.85,6453.23
6453,6481.7,6996.85,6897.54,7187.29,6776.45
5849,6091.46,6498.75,6401.22,6678.48,6752.22
6561,5751.91,5886.02,5793.5,5702.61,6072.82
6118,6190.55,6602.2,6501.98,6745.99,6716.94
5917,5871.79,6154.68,6055.83,6207.03,6548.36
5834,5725.51,5948.87,5850.01,5958.62,6474.13
6540,5738.6,5862.53,5762.51,5668.31,6116.77
6405,6205.27,6570.71,6466.63,6628.42,6613.22
6939,6168.08,6432.97,6327.67,6310.57,6301.4
6895,6517.02,6957.59,6854.27,7024.21,6647.44
5929,6391.75,6911.37,6807.11,7202.44,7064.45
5911,5739.94,5945.38,5835.73,5921.05,6508.31
6234,5759.49,5924.27,5812.86,5810.5,6362.07
5965,5924.58,6234.34,6187.48,6233.02,5891.79
6003,5757.75,5972.48,5941.84,5920.62,5712.8
6303,5813.11,6012.84,5979.66,5897.67,5620.6
6140,5989.79,6311.8,6260.53,6296.4,5911.73
6280,5900.88,6154.16,6112.19,6079.28,5756.78
6448,6008.49,6295.45,6244.98,6209.56,5791.77
5923,6064.2,6463.63,6403.38,6546.24,6157.46
5766,5711.71,5945.6,5914.84,5972.7,5894.92
6421,5674.99,5789.92,5767.55,5627.91,5513.65
6182,6076.98,6446.31,6386.39,6474.26,6071.85
7163,6022.43,6211.93,6164.42,5951.36,5487.26
6516,6576.39,7165.73,7070.15,7275.04,6449.73
6923,6215.61,6548.21,6481.9,6424.54,5849.27
6607,6441.86,6945.87,6860.19,6993.19,6278.11
5872,6171.14,6642.82,6571.06,6810.42,6413.39
6340,5740.41,5909.9,5874.45,5807.91,5732.82
5844,5998.95,6383.29,6322.99,6507.59,6279.21
5833,5672,5884.54,5848.05,5907.44,5973.74
6126,5694.37,5874.75,5837.47,5823.72,5850.05
6068,5883.69,6173.62,6120.7,6202.93,6082.56
5621,5801.25,6116.36,6065,6246.43,6260.59
5937,5533.82,5661.74,5630.31,5615.53,5843.25
5866,5739.5,5985.64,5937.72,6027.77,6094.43
6736,5779.27,5914.21,5868.05,5723.58,5671.5
6355,6314.05,6789.23,6706.46,6904.84,6422.53
6130,6045.05,6412.1,6342.61,6491.88,6289.6
6044,5888.05,6185.71,6123.92,6233.07,6196.28
5721,5798.7,6098.94,6039.19,6206.75,6299.91
6351,5643.8,5769.17,5720.76,5641.54,5822.86
6317,6063.77,6411.04,6337.32,6449.03,6256.36
6428,6052.92,6377.19,6303.47,6379.58,6197.59
6475,6131.63,6489.15,6410.74,6510.08,6260.43
5856,6101.31,6536.43,6455.59,6725.79,6581.59
6098,5710.92,5908.44,5845.83,5873.69,6090.88
6368,5902.06,6155.46,6083.36,6115.78,6136.15
5871,6033.54,6428.71,6347.55,6586.75,6543.69
6047,5716.33,5923.09,5854.56,5901.64,6162.31
6501,5881.54,6102.39,6027.08,6013.54,6081.72
6190,6154.96,6560.74,6473.15,6677.22,6519.71
6556,5984.09,6246.45,6164.49,6181.75,6171.31
6038,6176.94,6614.01,6523.4,6784.65,6645.27
5752,5801,6090.06,6008.46,6180.8,6461.69
6189,5648.82,5797.13,5720.19,5697.34,6098.68
5274,5855.84,6241.14,6153.42,6491.84,6794.15
5338,5231.54,5308.28,5238.05,5291.57,6210.44
6113,5353.34,5372.26,5297.95,5174.51,5913.53
5986,5875.6,6159.55,6068.54,6204.55,6460.4
6136,5803.84,6028.87,5938.07,5996.72,6325.81
6702,5962.81,6179.25,6084.84,6047.93,6174.25
6607,6332.65,6744.47,6644.62,6813,6572.71
5737,6183,6647.97,6547.59,6901.89,6916.27
5577,5575.65,5768.47,5673.4,5793.09,6469.47
5897,5496.18,5604.47,5509.17,5501.07,6239.37
6387,5766.8,5926.31,5825.79,5788.93,6223.76
6222,6084.38,6417.85,6313.73,6471.3,6603.77
5958,5946.15,6249.29,6144.04,6313.26,6633.12
6115,5780.9,5980.32,5874.11,5920.11,6413.9
6133,5890.23,6135.7,6027.59,6116.39,6509.69
5701,5859.08,6150.72,6041.11,6242.04,6724.43
5824,5572.9,5713.16,5601.98,5639.79,6421.55
5403,5606.1,5830.21,5808.39,5899.46,5871.86
5502,5342.63,5413.7,5417.26,5394.82,5571.2
5834,5440.8,5513.92,5511.14,5431.66,5503.11
5819,5656.28,5847.33,5824.04,5828.55,5744.03
5435,5608.79,5834.65,5811.81,5913.61,5924.27
5581,5371.96,5451.68,5451.11,5432.18,5625.71
5284,5438.72,5599.96,5590.03,5682.67,5870.86
5070,5220.86,5302.79,5309.23,5391.33,5792.91
5129,5084,5089.31,5106.65,5130.07,5647.66
5541,5164.22,5149.3,5162.19,5098.2,5516.09
5321,5416.89,5566.16,5554.76,5643.56,5895.28
5063,5244.38,5344.88,5344.61,5449.17,5886.26
5219,5086.64,5085.65,5097.95,5107.32,5668.75
4865,5155.81,5243.9,5246.34,5381.98,5942.93
5472,4977.49,4888.66,4907.87,4814.49,5463.52
4896,5328.82,5502.97,5488.81,5682.21,6122.93
5277,4977.66,4920.89,4934.81,4900.07,5602.43
5504,5257.96,5306.65,5299.42,5297.87,5756.06
5680,5428.88,5539.05,5518.48,5531.22,5837.78
5601,5539.65,5719.93,5688.87,5768.95,6002.26
5622,5488.69,5640.28,5611.52,5668.12,5957.01
5180,5458.79,5662.76,5631.28,5806.02,6184.54
5560,5196.3,5211.97,5199.71,5168.65,5746.49
5179,5416.86,5601.04,5568.95,5731.45,6174.98
4928,5131.75,5212.22,5195.61,5324.57,6060.36
5594,5025.81,4958.3,4950.54,4853.04,5618.28
5035,5425.65,5637.94,5598.64,5810.92,6305.39
5319,5070.79,5067.42,5050.01,5048.03,5838.4
5516,5285.41,5357.11,5325.31,5346.47,5942.86
5459,5414.69,5559.27,5517.18,5605.82,6107.62
5442,5373.79,5501.1,5459.13,5537.42,6093.17
5006,5318.36,5483.88,5440.35,5623.7,6292.59
4683,4984.73,5039.69,5010.36,5161.6,6178.62
4732,4765.48,4716.31,4696.22,4758.28,5971.66
4480,4773.48,4765.27,4740.35,4876.37,6129.22
4825,4632.91,4517.49,4498.48,4491.67,5834.89
4957,4884.38,4858.38,4824.15,4862.14,5999.57
5296,5009.46,4990.78,4949.12,4934.18,5942
5469,5262.02,5334,5278.72,5308.01,6087.69
5466,5381.44,5510.12,5447.19,5524.49,6209.94
5373,5369.83,5506.48,5441.27,5540.76,6262.78
4977,5265.4,5411,5345.91,5518.26,6396
4831,4974.3,5010.03,4953.15,5057.12,6230.5
4775,4866.18,4864.15,4808.31,4889.72,6179.71
4475,4796.47,4808.51,4751.08,4893.45,6293.82
4875,4626.55,4515.92,4463.45,4437.18,5946.35
5027,4920.47,4906.81,4840.57,4867.69,6131.97
4988,5022.52,5057.46,4984.66,5058.73,6254.5
4820,4977.9,5017.86,4943,5048.46,6318.91
4677,4845.3,4851.05,4776.81,4876.02,6294.24
4904,4767.22,4710.89,4636.62,4644.9,6118.81
4661,4901.56,4932.36,4850.27,4972.42,6376.79
4831,4747.54,4694.61,4614.2,4635.85,6167.11
4937,4876.87,4859.13,4772.31,4806.42,6233.17
4739,4931.04,4962.01,4870.38,4978.97,6397.67
5018,4819.3,4768.19,4676.76,4667.83,6166.02
4572,4970.34,5039.16,4940.58,5109.52,6544.65
4229,4622.12,4607.03,4512.07,4662.06,6446.33
5079,4467.02,4287.52,4195.68,4062.59,5875.41
4351,4989.77,5094.44,4986.84,5224.13,6714.43
4803,4583.71,4390.11,4450.04,4399.34,5224.4
4958,4894.1,4821.88,4859.5,4851.39,5440.27
4698,4969.48,4973.94,5002.69,5092.67,5669.75
4754,4802.84,4720.01,4761.91,4790.86,5502.45
4948,4858.36,4774.66,4812.92,4806.56,5466.07
5230,5014.39,4965.79,4992.89,4957.07,5475.47
5096,5187.76,5247.47,5257.94,5318.31,5729.91
5132,5102.01,5114.43,5131.44,5156.87,5645.89
5269,5139.35,5151.37,5165.28,5167.15,5623.71
4753,5178.9,5290.06,5295.18,5459.45,5959.51
5234,4881.34,4775.49,4806.89,4742.45,5436.62
4793,5159.13,5256.99,5261.5,5413.5,5952.27
4694,4852.61,4815.94,4842.21,4924.66,5736.81
4805,4796.33,4718.44,4747.91,4783.83,5642.2
4528,4842.61,4828.87,4851.08,4980.86,5851.16
4484,4650.6,4556.13,4589.69,4675.05,5717.59
4385,4610,4513.49,4547,4649.4,5751.37
4587,4562.4,4417.73,4453.48,4486.99,5616.71
4878,4726.86,4614.94,4639.4,4640.82,5623.24
4887,4924.56,4904.66,4913.28,4975.95,5813.84
5206,4961.96,4914.29,4920.27,4906.29,5691.39
4848,5143.15,5237.73,5226.34,5378.32,6068.12
4630,4876.47,4876.26,4879.44,5002.41,5957.07
4207,4684.5,4659.53,4669.96,4851.12,6028.38
4373,4412.39,4249.05,4274.47,4329.38,5714.2
4737,4560.3,4408.81,4424.67,4420.48,5664.34
4697,4804.35,4767.22,4765.1,4848.27,5918.61
4723,4778.73,4727.84,4724.67,4792.58,5897.18
4788,4802.36,4754.15,4747.12,4804.75,5898.64
5154,4883.01,4819.45,4806.97,4788.04,5788.58
4643,5083.89,5189.38,5159.52,5357.54,6260.53
4693,4735.47,4675.95,4663.41,4726.65,5936.09
4908,4790.73,4725.89,4708.44,4729.01,5884.29
4345,4882.54,4941.07,4912.63,5124.32,6284.12
4815,4539.81,4386.26,4375.37,4343.33,5744.04
4984,4880.76,4848.23,4817.33,4846.53,5967.36
4440,4943.15,5017.96,4978.27,5184.34,6330.15
4551,4576.18,4479.49,4455.28,4507.41,5962.21
4406,4637.7,4587.89,4556.63,4668.48,6108.3
4347,4530.58,4447.49,4417.69,4512.47,6061.4
4095,4463.74,4391.28,4359.96,4504.85,6153.31
3775,4257.34,4154.03,4127.39,4302.08,6161.85
3964,4057.38,3863.54,3843.96,3914.67,5904.68
4046,4192.85,4035.08,4005.37,4087.11,5990.76
4393,4282.67,4111.15,4075.08,4084.25,5896.05
4515,4533.55,4437.31,4387.17,4433.46,6059.42
4592,4625.4,4554.6,4497.62,4550.14,6110.8
4621,4681.34,4629.05,4566.68,4628.36,6156.91
4634,4702.26,4657.05,4590.64,4654.95,6181.34
4173,4664.62,4669.47,4599.45,4781.31,6409.36
4415,4367.23,4232.73,4170.82,4195.12,6040.3
4306,4523.68,4459.49,4387.87,4487.59,6244.69
4060,4422.51,4357.16,4284.67,4423.03,6303.87
4196,4265.05,4131.3,4061.42,4118.12,6111.79
4236,4362.37,4255.96,4179,4250.99,6185.67
4600,4425.86,4293.12,4211.66,4200.14,6057.81
3985,4617.91,4634.17,4541.96,4759.45,6560.6
4083,4199.27,4067.17,3984.53,4055.35,6170.19
4332,4291.11,4155.38,4066.75,4092.96,6127.07
4090,4439.25,4382.06,4284.75,4419.06,6392.5
4440,4378.09,4149.25,4219.8,4220.4,5239.31
4422,4602.33,4473.13,4528.69,4590.1,5464.41
4390,4586.03,4455.48,4511.35,4580.04,5484.99
4728,4597.51,4424.61,4481.28,4462.23,5330.78
4845,4830.86,4749.29,4788.89,4803.33,5496.6
4559,4878.96,4864.17,4896.79,5008.04,5713.75
4203,4652.8,4585.29,4631.4,4779.39,5716.92
4225,4418.52,4246.22,4307.18,4389.63,5513.73
4385,4447.5,4266.27,4325.06,4372.38,5470.55
4717,4585.21,4417.56,4468.03,4461.16,5431.08
4380,4771.85,4740.01,4773.22,4915.04,5798.87
4410,4548.64,4412.5,4460.13,4531.67,5598.47
4290,4555.42,4441.29,4485.87,4594.04,5686.32
4393,4484.34,4326.32,4374.39,4436.02,5584.73
4730,4585.64,4425.01,4466.66,4463.69,5510
4857,4824.12,4754.89,4778.89,4812.06,5672.87
4085,4832.05,4881.85,4897.7,5152.41,6114.59
3944,4297.07,4132.56,4180.84,4321.1,5729.19
3645,4171.85,4001.84,4053.29,4245.1,5797.68
4011,4009.76,3732.72,3792.54,3847.71,5479.3
4031,4251.93,4063.74,4107.71,4213.88,5692.94
4004,4261.12,4082.48,4123.08,4239.26,5731.82
4135,4254.7,4057.59,4096.56,4175.23,5672.28
4338,4361.56,4180.47,4211.57,4262.19,5672.45
4183,4482.19,4374.56,4394.67,4522.1,5877.65
4266,4384.22,4226.65,4250.16,4327.17,5763.12
3639,4376.61,4306.23,4323.51,4572.74,6109.41
4196,4010.28,3728.7,3766.61,3769.79,5510.21
3701,4332.93,4240.41,4254.4,4474.21,6069.55
4132,4041.77,3784.81,3814.15,3841.09,5603.03
4126,4329.59,4180.93,4191.04,4291.75,5869.76
4131,4324.84,4175.88,4182.97,4280.79,5878.5
4000,4313.99,4181.22,4184.82,4315.77,5954.86
4176,4241.41,4059.5,4064.53,4127.02,5813.16
4396,4382.07,4224.98,4220.21,4259.53,5831.97
4215,4513.98,4435.97,4419.95,4547.9,6058.83
3937,4360.79,4263.21,4250.2,4410.6,6090.04
3826,4158.95,4004.72,3997.97,4134.1,5990.79
3629,4062.95,3904.78,3898.32,4064.08,6029.22
3695,3936.02,3730.87,3727.74,3844.92,5900.82
4266,4036.06,3790.14,3780.9,3764.75,5695.33
4188,4416.24,4314.64,4282.43,4386.99,6076.98
4006,4343.38,4241.66,4208.38,4342.41,6126.39
3911,4208.04,4073.51,4042.43,4165.44,6075.98
3610,4112.11,3987.93,3956.21,4137.01,6169.82
3648,3911.42,3722.7,3697.38,3819.13,5993.79
3562,3927.23,3757.16,3726.63,3875.1,6067.62
3638,3876.1,3684.56,3653.14,3769.03,5998.21
3331,3895.33,3751.53,3713.57,3917.18,6192.83
3897,3746.47,3494.56,3463.76,3481.4,5779.31
4049,4140.87,3981.86,3927.84,3993.32,6044.57
4042,4243.6,4119.77,4057.58,4151.43,6148.83
3838,4217.61,4114.22,4048.51,4191.73,6249.55
4035,4096.69,3933.03,3869.37,3927.36,6056.21
3866,4214.09,4109.48,4036.57,4170.96,6258.63
3429,4053.66,3960.01,3887.98,4101.83,6370.78
3597,3774.58,3589.9,3527.85,3632.02,6061.13
3662,3892.81,3731.48,3659.9,3772.35,6138.85
3650,3934.76,3788.01,3710.59,3836.1,6193.65
3612,3922.13,3779.48,3698.64,3831.93,6216.68
3523,3507.13,3591.27,3542.85,3635.14,3727.15
3885,3547.89,3592.25,3542.19,3548.81,3567.86
4396,3835.66,3951.02,3878.35,3795.33,3732.4
3715,4113.98,4456.7,4349.72,4509.41,4596.19
4251,3719.38,3784.59,3719.17,3666.06,3620.7
4373,4090.7,4316.62,4218.67,4211.06,4154.12
3924,4133.06,4437.73,4330.74,4463.5,4493.61
3964,3838.59,3994.82,3914.77,3974.78,3988.08
3986,3870.72,4035.51,3952.36,4018.02,4025.25
4374,3927.35,4058.3,3973.07,3950.26,3877.78
4514,4207.37,4443.02,4333.7,4352.16,4246.52
4771,4332.68,4581.01,4461.09,4451.97,4288.46
4527,4490.26,4830.19,4688.6,4807.16,4682.56
4766,4346.57,4595.65,4473.83,4484.54,4312.24
4386,4477.81,4827.46,4685.62,4857.01,4748.98
4366,4213.16,4459.47,4346.61,4437.45,4341.28
4296,4194.05,4440.64,4328.54,4437.39,4352.44
3845,4102.15,4372.43,4264.11,4473.13,4478.32
4266,3840.26,3925.34,3838.5,3839.83,3779.41
4294,4128.52,4344.26,4236.5,4332.81,4244.32
4293,4148.36,4372.62,4262.65,4369.56,4277.06
4627,4181.53,4372.29,4261.79,4287.55,4125.88
4447,4395.9,4700.14,4566.72,4738.62,4586.12
4118,4237.38,4525.18,4404.14,4607.02,4530.46
4330,4032.13,4200.59,4097.25,4151.47,4057.53
4172,4161.12,4411.15,4296.21,4453.45,4371.23
4153,4050.2,4255.23,4148,4261.63,4196.45
3638,3984.95,4236.82,4129.83,4365.52,4404.4
3854,3663.1,3725.57,3636.07,3667.47,3711.08
3618,3780.07,3940.29,3843.42,3988.83,4062.27
3438,3606.68,3706.69,3615.73,3734.95,3868.36
3995,3546.5,3530.21,3442.81,3369.27,3408.95
3838,3891.79,4081.6,3977.6,4099.14,4116.57
3811,3783.24,3925.8,3826.1,3898.85,3942.15
3890,3771.68,3899.28,3799.52,3837.95,3870.92
3711,3803.83,3978.01,3875.16,3977.86,4038.84
3975,3711.4,3800.7,3701.79,3673.28,3707.2
4244,3908.98,4062.89,3955.87,3942.07,3888.79
3868,4049.03,4330,4211.73,4387.8,4369.59
3782,3787.57,3956.91,3851.54,3900.67,3960.79
4161,3767.16,3871.78,3767.79,3683.53,3684.08
3961,3993.65,4247.9,4131.31,4232.79,4213.87
4080,3870.18,4049.45,3939.16,3923.72,3918.21
4628,4000.24,4167.53,4052.65,3939.25,3805.86
4195,4323.06,4706.7,4562.26,4794.46,4645.62
4129,4019.79,4281.33,4160.65,4204.3,4153.92
4111,3970.77,4215.83,4097.07,4107.82,4076.79
4430,3987.26,4197.84,4079.05,3992.93,3904.8
4155,4167.66,4512.45,4378.29,4499.7,4402
4260,3991.65,4240.97,4119.15,4075.69,4018.9
4441,4074.74,4344.47,4217.6,4168.01,4055.13
4164,4162.68,4522.23,4385.5,4484.76,4388.86
4890,4048.64,4248.98,4124.7,3896.35,3722.41
4564,4495.6,4955.54,4784.66,5007.5,4731.83
3927,4206.59,4641.07,4494.8,4689.97,4619.14
4213,3817.86,4013.74,3894.63,3689.24,3719.85
4088,3983.2,4295.66,4166.59,4116.21,4107.37
4141,3904.41,4171.84,4046.63,3908.26,3925.07
3923,3912.01,4223.62,4095.85,4025.01,4077.04
3681,3747.16,4008.23,3886.16,3756.26,3917.71
3964,3651.07,3746.94,3688.86,3682.41,3698.04
3757,3818.67,4028.23,3951.85,4029.49,4100.72
3955,3708.38,3824.18,3758.94,3773.33,3792.25
3881,3834.73,4021.51,3943.66,4004.02,4044.46
3893,3791.62,3949.15,3874.54,3929.7,3962.6
3824,3796.68,3962.07,3885.74,3965.53,4010.44
3841,3756.88,3894.57,3820.9,3892.96,3930.55
3762,3763.65,3912.4,3836.75,3935.59,3987.7
3781,3717.08,3834.92,3762.18,3849.54,3894.78
4281,3782.49,3854.66,3779.85,3748.51,3692.92
4084,4100.67,4351.48,4248.33,4356.19,4337.53
3778,3939.2,4157.45,4065.26,4218.32,4259.83
4317,3791.74,3854.24,3776.28,3744.07,3678.35
3866,4111.54,4389.81,4282.54,4471.23,4484.54
4203,3842.46,3943.29,3859.33,3875.74,3830.1
4247,4075.61,4278.88,4177.22,4255.56,4189.89
4075,4090.12,4323.23,4218.41,4354.01,4318.28
4131,3979.93,4153.42,4057.13,4142.05,4100.15
3605,3966.44,4209.77,4109.95,4341.97,4400.81
3582,3615.24,3687.88,3609.15,3730.9,3815.78
3485,3591.27,3665.8,3586.74,3726.17,3832.33
3970,3577.89,3570.88,3494,3489.87,3503.57
3809,3880.18,4052.27,3956.87,4101.89,4124.61
3784,3770.36,3892.64,3802.55,3912.17,3950.5
4293,3804.61,3868.34,3778.19,3752.15,3691.04
4019,4120.32,4374.6,4261.75,4445.81,4397.54
4358,3966.97,4103.15,4002.68,4019.66,3927.64
3728,4134.53,4439.73,4322.05,4600.61,4600.81
3677,3704.01,3814.71,3722.61,3822.11,3893.79
4298,3731.92,3764.61,3673.03,3598.69,3552.54
4322,4148.85,4381.69,4265.62,4374.05,4258
3940,4125.5,4405.74,4287.79,4498.64,4455.2
3930,3864.3,4026.9,3924.8,4005.49,4011.14
3578,3820.76,4017.25,3914.71,4075.24,4153.98
3869,3618.83,3668.79,3574.84,3548.08,3611.56
