Real,K-AGRUED,GRUED,LSTM,SVR,ARIMA
2327,2364.84,2376.83,2370.38,2566.23,2751.77
2550,2354.11,2339.9,2314.61,2471.72,2657.79
2419,2488.91,2499.95,2494.72,2664.99,2780.2
2539,2418.9,2411.15,2388.95,2544.12,2693.37
2479,2493.88,2499.14,2486.54,2646.8,2755.88
2580,2472.88,2465.07,2441.21,2585.69,2702.84
2292,2476.6,2503.83,2499.75,2695.95,2814.71
2102,2213.23,2244.66,2227.17,2479.31,2738.27
2316,2130.62,2133.7,2089.78,2309.28,2602.97
2563,2344.97,2332.16,2288.86,2448.42,2626.34
2281,2457.28,2486.19,2473.22,2674.92,2798.28
2400,2277.81,2280.5,2238.07,2432.94,2645.24
2198,2313.42,2342.3,2316.54,2545.64,2742.42
2325,2199.05,2206.63,2156.75,2371.54,2621.42
2167,2249.79,2278.84,2244,2484.14,2710.61
2094,2119.01,2149.33,2103.37,2366.37,2657.93
2397,2144.25,2142.34,2072.87,2278.84,2547.27
2290,2330.81,2352.01,2309.04,2521.53,2698.56
2428,2308.63,2296.22,2287.82,2424.13,2612.93
2595,2454.54,2430.42,2420.38,2520.31,2617.73
2668,2600.48,2576.01,2571.05,2651.17,2656.07
2682,2660.26,2637.74,2637.01,2712.21,2681.6
2511,2628.58,2623.85,2633.75,2743.47,2735.28
2348,2456.67,2460.37,2471.59,2622.52,2728.5
2547,2382.08,2359.07,2354.41,2473.34,2632.86
2313,2475.76,2484.62,2501.46,2660.01,2759.59
1821,2173.95,2222.1,2254.1,2522.2,2812.32
1982,1859.11,1875.89,1883.58,2133.86,2621.09
2405,2076.24,2054.78,2046.48,2211.09,2568.01
2558,2427.84,2406.2,2407.42,2528.01,2670.19
2667,2572.75,2547.33,2551.04,2643.5,2698.28
2640,2650.38,2633.36,2644.63,2737.65,2746.48
2181,2514.61,2542.34,2575.64,2762.87,2855.99
2264,2184.44,2183.72,2191.13,2385.09,2680.85
1971,2173,2204.88,2230.66,2481.06,2784.7
2403,2066.37,2045.15,2036.89,2213.04,2578.76
2587,2432.14,2408.72,2410.41,2533.28,2683.79
2281,2497.5,2513.93,2540.59,2715.54,2828.54
2128,2223.96,2241.62,2259.97,2482.97,2759.06
2133,2111.02,2122.54,2133.03,2363.04,2704.76
2157,2120.41,2129.94,2138.97,2365.2,2701.34
2241,2158.77,2161.03,2166.44,2376.03,2689.58
2298,2235.11,2235.19,2241.32,2436.76,2706.37
2353,2291.36,2288.63,2294.34,2477,2714.14
2401,2344.66,2339.9,2345.51,2516.66,2723.11
2281,2350.85,2360.69,2374.26,2567.71,2771.6
2575,2332.91,2308.24,2299.66,2441.87,2653.02
2367,2505.55,2516.54,2534.51,2702.03,2817.56
2240,2313.32,2326.75,2337.9,2544.33,2769.16
2345,2243.58,2241.24,2238.86,2432.14,2693.83
2138,2270.2,2293.56,2306.45,2536.35,2785.29
2449,2193.84,2177.83,2162.05,2341.48,2626.9
2322,2394.3,2405.17,2412.83,2601.51,2778.56
2302,2292.44,2299.52,2299.13,2500.13,2732.51
2391,2299.22,2296.89,2289.45,2474.6,2701.07
1970,2260.44,2304.83,2322.54,2587.56,2840.22
1930,1943.86,1976.29,1968.96,2264.07,2683.13
2522,2064.35,2036.95,1995.84,2174.97,2517.29
2318,2445.32,2463.1,2467.53,2657.06,2801.6
2217,2265.21,2283.06,2277.41,2500.27,2741.98
2021,2141.33,2174.79,2170.57,2438.86,2747.96
2342,2081.69,2076.57,2041.84,2256.09,2586.84
2140,2262.22,2290.13,2284.48,2523.37,2763.94
1965,2070.81,2108.16,2095.73,2381.04,2722.73
2152,1995.56,2009.28,1973.85,2230.33,2602.68
2158,2127.06,2146.39,2120.78,2368.01,2673.14
1879,2061.3,2109.17,2095.68,2398.93,2742.07
1908,1877.37,1915.07,1878.89,2189.19,2618.7
2292,1992.64,1993.01,1936.98,2169.77,2530.43
2250,2249.24,2266.65,2237.25,2460.72,2694.54
2315,2234.69,2244.17,2206.11,2419.23,2657.17
2169,2244.67,2271.98,2243.63,2482.87,2717.31
1993,2095.92,2135.25,2102.36,2384.69,2696.27
1986,1973.24,2008.48,1960.32,2252.38,2621.09
2042,1982.64,2012.59,1958.32,2239.7,2599.93
2061,2025,2054.84,2001,2276.34,2613.97
2257,2086.83,2097.99,2032.98,2268.43,2568.49
2100,2183.02,2216.85,2172.23,2430.02,2686.01
2098,2086.04,2100.41,2102.5,2309.21,2640.81
1916,2038.97,2071.2,2083.64,2328.5,2690.83
2139,1965.2,1969.8,1967.47,2172.19,2587.28
1954,2078.12,2107.34,2121.52,2361.2,2703.03
1882,1927.05,1957.84,1971.2,2230.59,2670.54
1984,1902.22,1920.78,1927.96,2169.71,2627.4
2022,1982.79,2000.04,2008.82,2243.26,2651.89
2381,2099.4,2081.71,2074.38,2237.94,2577.23
2715,2449.05,2410.53,2400.69,2487.28,2610.6
2710,2704.86,2682.46,2689.78,2762.65,2725.9
2566,2665.11,2657.05,2672.19,2775,2765.5
2158,2451.74,2477.44,2506.36,2699.19,2823.95
1673,2020.34,2077.65,2113.04,2421.95,2813.25
1947,1752.02,1769.18,1774.83,2040.82,2591.07
1875,1918.13,1948.74,1966.4,2244.27,2698.24
1897,1873.36,1899.94,1913.9,2190.61,2670.77
2054,1927.58,1939.11,1945.78,2192.19,2640.07
2234,2083.43,2081.62,2085.12,2292.46,2649.07
2061,2172.45,2194.5,2214.34,2450.53,2755.93
2042,2040,2057.94,2070.8,2319.02,2702.08
1802,1966.06,2007.58,2031.23,2329.46,2756.49
1514,1727.06,1791.09,1818.79,2182.98,2746.35
1570,1558.85,1612.79,1626.78,1985.11,2635.45
1868,1667.07,1692.15,1691.94,1991.99,2578.68
2147,1929.51,1932.5,1928.73,2168.89,2610.49
2210,2143.08,2148.61,2153.74,2372.28,2694.47
1721,2067.06,2124.21,2156.21,2470.72,2839.98
2089,1817.17,1823.72,1813.34,2072.8,2571.12
2084,2068.46,2085.45,2091.27,2340.89,2704.18
2213,2096.84,2101.09,2099.13,2324.24,2669.47
2170,2180.15,2193.85,2199.82,2428.51,2727.96
2231,2163.35,2169.61,2169.04,2388.62,2695.7
2252,2213.26,2220.22,2220.81,2434.09,2712.83
2163,2206.23,2223.33,2228.35,2459.24,2742.21
2153,2137.75,2152.65,2151.7,2390.04,2709.18
1982,2087.39,2119.4,2124.99,2398.9,2746.61
1766,1911.4,1959.73,1964.8,2290.5,2733.11
1786,1771.23,1813,1803.58,2133.89,2644.23
2006,1839.34,1859.95,1838.6,2125.21,2594.11
2270,2053.73,2053.62,2029.53,2255.94,2609.66
2053,2189.09,2220.76,2221.93,2479.56,2765.8
1662,1934.34,1997.32,2002.63,2350.07,2775
1732,1693.21,1741.57,1718.44,2066.94,2603.82
1951,1791.95,1819.79,1787.26,2090.64,2572.24
1985,1944.31,1973.43,1950.01,2239.29,2645.42
1961,1961.47,1994.34,1972.03,2265.29,2661.67
1730,1887.35,1943.16,1928.57,2269.63,2706.59
2106,1830.72,1845.31,1794.95,2070,2518.32
2254,2118.3,2126.85,2091.04,2321.83,2627.12
2021,2165.36,2203.23,2187.09,2457.48,2742.76
1611,1898.39,1969.54,1955.25,2319.46,2746.22
1736,1667.67,1721.02,1670.74,2025.57,2548.43
1885,1781.22,1820.96,1768.35,2089.74,2555.67
1948,1892.1,1927.97,1879.52,2183.11,2595.09
2196,1995.67,2008.44,1949.28,2200.99,2554.41
2177,2160.64,2182.95,2140.31,2384.8,2657.58
1777,2047,2108.99,2082.31,2408,2745.55
1717,1766.99,1826.87,1770.66,2125.49,2591.68
1516,1680.44,1760.73,1707.15,2104.49,2613.17
2120,1715.15,1736.51,1635.41,1918.8,2377.87
1395,1387.24,1446.87,1425.07,1438.48,1489.39
1590,1436.11,1476.11,1444.22,1422.02,1441.36
1944,1674.49,1690.82,1645.02,1529.29,1506.17
1725,1890.72,1946.66,1919.28,1813.84,1849.86
1869,1760.8,1791.58,1752.35,1642.98,1636.79
1974,1897.76,1925.06,1883.89,1743.04,1730.76
2130,2016.35,2032.7,1986.29,1809.83,1781.17
2026,2105.36,2138.44,2101.07,1940.64,1939.72
1953,2011.96,2048.05,2012.12,1875.61,1874.04
1802,1920.51,1968.22,1938.28,1840.41,1852.95
1959,1845.53,1869.68,1828.2,1714.34,1688.47
1941,1960.91,1994.62,1958.26,1839.44,1827.83
2008,1964.67,1990.57,1950.59,1823.01,1797.93
2006,2014.85,2044.09,2006.16,1878.48,1857.92
1998,2011.9,2041.66,2004.29,1881.74,1860.46
1760,1946.95,1999.92,1974.45,1903.22,1915.25
2083,1846.77,1853.93,1805.71,1688.69,1630.56
2060,2085.75,2112.77,2074.99,1946.77,1918.41
2318,2133.83,2133.73,2082.68,1906.82,1836.11
2357,2327.8,2336.22,2289.9,2106.42,2053.18
1790,2213.15,2280.13,2263.29,2197.31,2231.58
2197,1900.4,1895.67,1843.36,1713.72,1633.94
1845,2116.43,2170.66,2147.74,2076.21,2083.86
1961,1884.5,1905.93,1867.52,1786.2,1743.79
2178,2027.36,2034.13,1988.64,1860.84,1794.41
2244,2203.59,2216.94,2174.3,2031.73,1974.09
1848,2151.64,2208.45,2187.43,2127.21,2134.23
1983,1893.46,1911.03,1872.39,1794.55,1745.11
2149,2037.69,2047.6,2005.11,1891.22,1827.06
2281,2192.93,2200.72,2156.42,2016.54,1946.59
2271,2283.97,2301.27,2260.8,2127.35,2070.63
2104,2235.37,2268.93,2236.8,2138.93,2105.45
1642,2000.99,2069.31,2056.51,2050.64,2070.04
1746,1675.35,1697.82,1664.98,1652.44,1621.13
2038,1829.77,1830.17,1786.76,1711.75,1642.64
1494,1915.78,1993.33,1986.85,2015.56,2049.65
1808,1575.32,1577.98,1537.11,1521.18,1473.12
1803,1819.38,1846.22,1817.48,1789.76,1759.31
1513,1743.11,1797.87,1783.7,1814.77,1827.37
1383,1484.59,1528,1509.81,1577.71,1594.69
1623,1443.41,1452.22,1417.57,1442.9,1420.12
1733,1658.54,1673.63,1642.62,1635.8,1605.58
2065,1827.27,1817.73,1774.51,1698.08,1624.02
1846,2023.06,2065.82,2044.5,2011.96,1993.78
1663,1813.62,1853.23,1834.68,1837.19,1830.79
1820,1711.85,1717.77,1685.08,1658.58,1618.96
1765,1819.16,1844.63,1820.67,1802.83,1780.31
1880,1805.72,1813.47,1782.13,1741.29,1698.96
1845,1884.47,1906.65,1881.31,1847.24,1817.41
1897,1870.84,1883.48,1854.68,1809.62,1770.49
1647,1847.39,1889.91,1875.63,1880.76,1882.92
1677,1663.88,1676.29,1652.13,1649.99,1635.87
1844,1728.77,1726.42,1695.35,1658.54,1621.6
1810,1847.61,1865.84,1842.65,1812.54,1789.62
1784,1815.2,1831.35,1808.67,1782.35,1762.57
1720,1779.3,1797.99,1777.97,1763.05,1752.71
1550,1687.93,1715.33,1701.96,1719.13,1732.71
1750,1607.41,1595.33,1566.42,1541.72,1521.2
1621,1728.19,1749.87,1734.74,1735.21,1742.05
1710,1651.93,1648.71,1625.09,1604.82,1595.31
1952,1768.08,1790.59,1746.94,1607.15,1596.68
1813,1917.32,1965.01,1933.04,1800.83,1828.99
1831,1817.69,1857.15,1821.62,1702.78,1714.02
1793,1822.47,1866.42,1833.25,1724.24,1740.37
1738,1780.28,1827.66,1796.5,1706.16,1725.12
1631,1711.8,1766.82,1739.8,1680.31,1708.66
1663,1637.47,1683.17,1652,1601.5,1614.7
1598,1646.45,1700.13,1672.96,1635.19,1658.46
1741,1632.08,1667.44,1631.42,1575.57,1570.65
1571,1701.02,1761.01,1737.25,1703.36,1732.7
1783,1622.25,1651.06,1612.1,1556.87,1540
1587,1738.38,1798.38,1775.09,1740.59,1767.1
1913,1667.9,1683.79,1638.7,1561.26,1522.47
1848,1904.04,1944.26,1911.72,1821.33,1816.01
1971,1885.75,1909.88,1869.56,1762.34,1731.32
1729,1919.01,1973.67,1949.03,1885.41,1899.66
2074,1820.44,1826.69,1777.97,1665.32,1606.16
1863,2029.9,2076.16,2048,1959.48,1959.83
1696,1830.24,1881.3,1855.81,1814.11,1819.34
1765,1718.56,1752.25,1718.24,1677.44,1657.98
1945,1817.66,1837.07,1796.41,1716.61,1673.96
2021,1975.02,1997.43,1958.68,1855.47,1814.82
1805,1978.34,2026.63,2001.08,1940.75,1937.94
1609,1765.67,1819.72,1797.62,1789.01,1796.27
1758,1650.21,1676.03,1639.95,1616.97,1587.23
1658,1742.08,1787.09,1761.32,1749.68,1744.02
1679,1669.48,1705.06,1674.92,1667.2,1650.69
1462,1631.96,1689.97,1671.59,1707.31,1723.93
1600,1496.33,1525.21,1492.2,1516.62,1500.01
1635,1613.71,1647.52,1617.95,1626.62,1611.22
1910,1710.2,1718.17,1676.29,1628.78,1573.62
2174,1989.43,1990.5,1945.19,1833.63,1757.4
2074,2159.49,2189.62,2156.99,2065.33,2026.35
2004,2069.66,2099.42,2067.95,1991.45,1953.23
1743,1952.76,2003,1982.85,1960.4,1954.76
1655,1731.84,1769.59,1745.45,1747.97,1735.86
1868,1716.59,1725.34,1687.53,1651.7,1602.27
1724,1845.63,1885.4,1862.66,1849.37,1834.93
1591,1701.46,1741.8,1720.89,1738.64,1734.61
1759,1639.7,1651.56,1617.51,1606.85,1570.73
1886,1802.53,1814.78,1780.91,1739.35,1693.27
2011,1931.16,1941.55,1906.11,1837.9,1781.4
2023,2027.77,2048.05,2016.14,1946.48,1897.45
1742,1966.25,2015.43,1998.17,1985.56,1979.66
1646,1729.55,1761.04,1739.67,1746.74,1736.72
1742,1679.13,1691.32,1661.89,1651.37,1622.66
1696,1742.05,1766.82,1743.54,1740.11,1723.57
1670,1700.01,1722.05,1698.7,1700.62,1686.29
1448,1624.39,1665.15,1652.27,1698.31,1716.82
1468,1457.08,1474.8,1453.18,1498.65,1507.66
1417,1460.01,1483.15,1465.16,1519.06,1537.28
1482,1437.02,1448.03,1425.45,1465.93,1474.52
1791,1564.67,1548.91,1513.5,1489.5,1454.3
1869,1822.22,1828.6,1800.67,1758.09,1723.58
1915,1892.43,1902.27,1874.98,1823.51,1787.18
2145,1984,1975.57,1938.55,1841.42,1774.18
1817,2068.4,2120.4,2105.87,2085,2082.95
1805,1825.07,1837.32,1814.87,1781.14,1762.01
1917,1843.77,1842.47,1814.39,1756.68,1721.49
2014,1951.27,1953.53,1924.46,1849.46,1806.57
1823,1964.94,2014.19,1982.74,1839.3,1873.77
1913,1845.21,1877.12,1837.62,1697.27,1699.4
1980,1930.59,1959.8,1918.86,1760.81,1758.18
1737,1920.53,1976.81,1949.59,1838.97,1876.36
1737,1737.04,1781.65,1749.29,1665.01,1679.58
1510,1680.78,1747.84,1726.86,1691.67,1738.09
1517,1507.12,1560.4,1533.55,1526.82,1553.51
1535,1517.33,1568.9,1541.17,1533.05,1555.49
1363,1488.59,1558.08,1539.3,1566.4,1613.87
1553,1403.55,1443.16,1410.14,1422.81,1429.72
1671,1580.22,1619.18,1585.31,1554.51,1553.24
1976,1748.8,1763.67,1717.84,1616.22,1575.7
1819,1943.69,1990.24,1960.62,1868.66,1875.04
1706,1796.79,1846.16,1818.14,1763.08,1771.11
1608,1685.25,1737.66,1711.38,1688.58,1700.73
1718,1636.59,1671.77,1637.06,1604.18,1591.25
1496,1667.37,1730.78,1710.62,1714.52,1741.23
1712,1548.04,1575.95,1537.99,1521.88,1500.03
1627,1696.2,1745.17,1718.47,1701.65,1705.38
1705,1649.56,1685,1651.73,1628.77,1613.53
1854,1748.19,1772.98,1734.93,1677.83,1644.39
1650,1812.98,1866.94,1843.99,1819.74,1827.09
1655,1656.04,1696.12,1666.39,1657.43,1647.73
2114,1775.02,1768.88,1716.49,1617.15,1537.89
2097,2120.39,2144.71,2107.55,1992.09,1951.6
2027,2090.8,2120.99,2087.11,1988.52,1955.81
1878,2002.28,2042.77,2014.64,1949.57,1931.8
1877,1889.95,1920.19,1887.82,1829.88,1798.7
1976,1914.18,1934,1896.86,1820.99,1774.03
1949,1982.65,2011.76,1979.29,1907.55,1871.94
2034,1983.78,2002.11,1964.8,1878.54,1827.16
1789,1986.22,2034.93,2012.63,1975.69,1967.55
1771,1796.03,1827.76,1798.78,1773.38,1748
1953,1827.76,1839.28,1800.78,1740.82,1686.46
1968,1970.84,1994.56,1961.62,1894.73,1851.17
1763,1930.93,1975.97,1953.98,1929.25,1917.2
1646,1745.25,1784.79,1762.05,1766.38,1756.68
1946,1729.21,1728.58,1686.77,1636.11,1574.45
1869,1941.02,1972.42,1945.21,1902.83,1872.24
1831,1873.23,1901.25,1873.71,1840.52,1809.84
1947,1873.22,1885.68,1851.31,1796.07,1745.39
1707,1901.18,1947.55,1929.26,1921.67,1915.16
2064,1806.85,1795.11,1750.98,1675.36,1600.04
1851,2023.58,2065.74,2044.15,2010.59,1991.57
1769,1843.92,1873.42,1849.73,1831.03,1809.04
1887,1810.61,1819.71,1787.56,1745.87,1701.64
1858,1893.29,1916.14,1889.79,1853.4,1821.1
1762,1847.22,1876.1,1853.88,1836.47,1817.2
1787,1780.11,1796.01,1769.52,1746.85,1718.95
1824,1808.44,1822.32,1795.19,1764.53,1733.1
1953,1868.76,1872.82,1840.83,1783.94,1735.93
2141,2012.44,2011.15,1974.19,1881.34,1813.63
2234,2171.91,2182.19,2145.65,2041.92,1974.24
2050,2190.66,2229.76,2204.39,2143.76,2111.57
1699,1971.97,2024.78,2013.47,2011.47,2018.77
1654,1697.98,1713.72,1694.04,1691.62,1687.5
1783,1695.64,1692.44,1665.1,1635.35,1611.51
1802,1798.65,1807.14,1783.71,1749.91,1729.67
1889,1834.51,1835.65,1808.87,1756.69,1725.57
1553,1815.29,1860.06,1853.2,1869.35,1894.15
1595,1558.06,1607.52,1578.74,1530.24,1561.55
1620,1596.99,1646.21,1616.84,1561.58,1589.76
1890,1684.15,1707.59,1665.11,1556.41,1543.58
1932,1901.93,1934.76,1895.88,1753.59,1753.88
1858,1915.65,1957.63,1923.52,1796.56,1809.33
1598,1795.41,1859.78,1837.17,1772.49,1815.68
1895,1669.86,1690.49,1646.91,1553.87,1529.89
1778,1869.63,1917.37,1886.89,1790.69,1805.79
1955,1825.09,1848.97,1806.89,1689.24,1665.93
2066,1988.01,2009.41,1966.33,1815.52,1788.64
2038,2063.9,2093.03,2054.28,1906.35,1891.79
1779,1979.18,2032.85,2006.58,1915.6,1935.44
1697,1763.26,1811.69,1782.89,1729.89,1737.77
1482,1646.34,1711.27,1690.96,1691.4,1723.43
1436,1467.3,1523.64,1499.17,1533.36,1556.28
1351,1410.51,1472.01,1450.3,1508.57,1540.23
1268,1324.28,1388.29,1368.03,1453.76,1492.34
1469,1311.4,1349.6,1316.68,1372.26,1376.12
1922,1579.72,1584.36,1535,1481.47,1425.36
1573,1844.85,1911.32,1893.89,1876.06,1903.31
1597,1580.51,1622.79,1593.19,1598.57,1594.87
1618,1604.9,1645.95,1616.17,1617.11,1610.63
1543,1602.94,1652.17,1626.95,1642.95,1647.96
1458,1523.07,1575.35,1551.86,1592.65,1604.93
1502,1467.68,1509.41,1480.81,1521.24,1521.64
1800,1576.92,1590.87,1549,1527.41,1484.53
1857,1824.69,1852.08,1817.95,1765.9,1732.57
1540,1789.62,1852.11,1835.91,1846.27,1863.98
1585,1553.8,1589.34,1559.91,1581.68,1571.08
1720,1623.17,1647.45,1613.07,1605.73,1576.75
1991,1796.99,1802.94,1760.1,1691.56,1629.55
1705,1933.23,1987.2,1967.84,1948.27,1949.04
1607,1689.7,1731.54,1707.75,1718.96,1712.61
1571,1604.13,1641.53,1616.13,1640.47,1633.49
1577,1577.57,1610.86,1584,1609.65,1599.72
1315,1516.99,1576,1562.68,1640.8,1670.36
1474,1352.62,1376.48,1345.95,1406.39,1402.87
1626,1514.38,1532.75,1500.47,1521.94,1500.54
1857,1691.46,1697.25,1659.37,1627.59,1578.3
1702,1831.83,1871.7,1850.2,1842.99,1830.83
1762,1727.3,1747.06,1717.29,1702.1,1671.33
1625,1739.66,1777.5,1757.05,1767.87,1761.26
1703,1652.72,1670,1640.84,1639.77,1614.49
1497,1662.06,1705.77,1690.13,1727.92,1737.77
1509,1504.52,1528.45,1504.79,1545.77,1545.64
1659,1551.55,1560.26,1529.86,1539.69,1518.14
1870,1721.29,1720.86,1685.82,1648.91,1602.21
1899,1890.56,1906.96,1878.29,1833.54,1794.45
1713,1865.78,1903.15,1885.02,1877.55,1868.72
1751,1733.37,1747.04,1720.9,1705.16,1680.96
1699,1749.53,1771.32,1749.49,1743.23,1729.49
1747,1721.5,1732.16,1706.4,1689.89,1667.42
1914,1800.04,1798.03,1765.98,1715.07,1670.7
1975,1941.36,1951.1,1921.89,1860.23,1816.55
2001,1992.72,2006.42,1978.03,1912.43,1869.48
1900,1986.14,2012.59,1990.27,1945.29,1920.04
2047,1948.01,1946.91,1914.66,1835.77,1783.44
2240,2103.63,2100.94,2063.41,1951.3,1879.95
2143,2214.81,2245.87,2217.16,2137.82,2095.63
1964,2101.89,2138.56,2117.49,2065.39,2043.94
1823,1928.02,1975.3,1942.88,1803.3,1833.38
1864,1832.96,1869.77,1832.72,1702.17,1711.65
1922,1879.16,1911.95,1872.91,1730.88,1732.75
1851,1905.75,1948.12,1913.98,1785.14,1800.34
1724,1821.01,1872.64,1843.45,1750.31,1776.21
1884,1764.26,1793.24,1753.25,1644.65,1633.94
1649,1828.47,1888.79,1864.35,1791.06,1826.66
1754,1674.59,1711.88,1676.56,1609.15,1607.97
1856,1781.84,1814.35,1776.61,1681.09,1670.69
1763,1837.38,1884.22,1853.81,1771.1,1781.07
1566,1717.23,1778.58,1755.72,1724.01,1753.93
1487,1544.68,1602.38,1578.02,1585.34,1610.76
1638,1521.16,1558.59,1524.33,1512.85,1508.91
1637,1639.08,1685.1,1655.31,1630.5,1634.97
1627,1636.17,1682.66,1653.36,1633.31,1637.58
1743,1657.7,1691.51,1656.14,1616.42,1601.03
1502,1688.32,1752.59,1732.9,1733.48,1761.19
1522,1505.24,1552.51,1524.24,1545.53,1552.52
1379,1485.42,1547.61,1527.14,1577.05,1605.37
1456,1393.48,1438.54,1409.53,1459.66,1467.85
1497,1463.84,1508.86,1480.32,1516.43,1521.12
1689,1544.17,1571.86,1535.12,1530.64,1507.65
1781,1718.09,1748.05,1713.35,1676.19,1650.23
1332,1677.83,1758.04,1749.01,1797.28,1844.25
1428,1351.29,1392.56,1363.37,1429.19,1435.4
1693,1492.24,1512.17,1473.04,1478.84,1448.49
1781,1722.4,1750.13,1716.13,1685.67,1656.15
1509,1723.24,1783.57,1766.39,1786.69,1803.3
1878,1602.69,1606.86,1561.66,1527.05,1470.94
1905,1897.42,1923.94,1890.61,1830.63,1793.62
1849,1904.2,1937.83,1908.39,1860.37,1833.17
1620,1804.35,1856.27,1836.66,1837.86,1840.02
1602,1621.87,1657.97,1631.3,1648.03,1637.39
1851,1670.21,1679.24,1639.65,1608.27,1559.02
2252,1964.35,1951.59,1901.15,1779.69,1685.71
1904,2172.23,2225.13,2203.43,2153.76,2145.66
2010,1944.47,1959.15,1923.05,1850.95,1796.52
1635,1930.34,1990.94,1977.1,1980.28,1990.11
1794,1682.75,1695.56,1661.17,1641.62,1602.24
1475,1726.74,1783.85,1771.52,1810.94,1828.63
1497,1483.56,1511.62,1486.58,1533.05,1531.89
1786,1573.21,1572.91,1534.51,1521.84,1478.5
1615,1755.7,1795.93,1777.12,1789.65,1786.18
1595,1618.03,1644.24,1620.4,1640.94,1631.84
1502,1579.28,1612.04,1592.39,1631.69,1636.2
1614,1534.84,1547.48,1519.07,1538.12,1523.1
1531,1601.54,1630.92,1611.15,1643.01,1645.21
1627,1561,1572.35,1545.03,1558.91,1544.43
1680,1649.04,1662.54,1636.45,1636.78,1618.67
1587,1666.89,1693.69,1674.55,1691.92,1690.83
1168,1490.11,1548.78,1547.51,1649.01,1708.02
1385,1224.32,1227.15,1202.57,1266.67,1288.11
1609,1444.36,1438.63,1409.1,1423.14,1413.44
1866,1681.78,1669.19,1634.93,1592.94,1551.3
1871,1879.18,1893.07,1867.88,1825.15,1795.26
1732,1847.91,1875.55,1857.8,1842.09,1834.34
1998,1809.08,1793.04,1757.69,1685.36,1632.24
1778,1952.59,1989.93,1974.26,1952.05,1946.88
1821,1799.4,1804.42,1780.24,1741.19,1719.2
1485,1747.53,1790.5,1784.91,1812.57,1844.28
2023,1612.85,1615.4,1563.92,1439.09,1401.53
1884,1987.57,2031.01,1996.91,1845.1,1868.86
1728,1845.77,1898.87,1869.94,1764.87,1797.54
1555,1684.13,1746.7,1723.22,1672.55,1715.96
1700,1587.11,1625.33,1590.69,1535.23,1541.73
1835,1733.48,1766.07,1727.98,1631.8,1626.56
1911,1856.72,1888.45,1849.77,1728.38,1720.52
1625,1843.47,1907.28,1884.82,1817.95,1857.39
1642,1628.33,1675.13,1644.77,1605.67,1617.53
1371,1574.19,1648.69,1632.3,1648.65,1700.46
1534,1405.08,1446.7,1414.63,1432.57,1441.03
1651,1560.73,1600.13,1566.66,1544.74,1543.46
1858,1704.1,1729.22,1688.74,1615.65,1589.59
1714,1828.69,1879.38,1852.04,1792.36,1802.44
1886,1760.97,1786.05,1746.1,1666.98,1638.03
1929,1904.75,1934.84,1897.85,1799.39,1776.23
1906,1932.1,1966.56,1932.11,1838.59,1820.98
1944,1924.61,1953.69,1916.88,1820.1,1793.25
1804,1918.82,1963.75,1935.21,1867.2,1863.15
1798,1810.75,1847.71,1815.48,1759.92,1743.66
1836,1815.98,1848.32,1814.16,1753.86,1730.1
2136,1920.65,1924.89,1877.09,1756.71,1689.71
1987,2108.17,2144.9,2113.34,2013.95,1994.47
1693,1925.31,1982.51,1961.8,1927.62,1937.37
1579,1671.33,1720.54,1696.34,1702.98,1705.54
1614,1590.91,1628.46,1598.63,1608.22,1597.44
1813,1668.44,1687.68,1649.27,1617.83,1578.48
1726,1802.25,1843.1,1816.15,1791.39,1777.82
1779,1748.2,1777.11,1744.7,1715.6,1687.06
1645,1756.17,1801.6,1777.94,1774.25,1768.81
1842,1701.04,1716.52,1678.41,1643.9,1599.54
1851,1856.73,1885.02,1853.63,1808.88,1775.87
1826,1857.56,1888.49,1858.88,1820.18,1791.03
1522,1762.51,1821.37,1806.34,1830.52,1844.65
1672,1562.84,1583.09,1549.65,1559.02,1532.55
1678,1682.22,1712.12,1684.22,1685.12,1665.26
1484,1638.57,1687.53,1669.77,1709.75,1719.21
1638,1525.2,1543.1,1510.59,1529.15,1506.33
1687,1658.35,1682.1,1653.17,1654.9,1631.72
1716,1704.01,1727.96,1699.68,1693.99,1669.16
1459,1662.44,1713.68,1699.59,1744.59,1760.05
1433,1455.27,1487.39,1465.24,1524.73,1533.08
1675,1495.73,1500.53,1465.62,1477.15,1448.97
1570,1658.55,1692.47,1672.13,1696.01,1693.48
1262,1499.76,1554.39,1545.8,1633.84,1673.36
1252,1259.23,1290.4,1272.07,1371.11,1405.55
1705,1365.23,1349.03,1308.16,1315.47,1282.87
1743,1725.22,1740.83,1714.16,1701.35,1676.5
1290,1641.26,1704.95,1702.64,1779.49,1825.16
1540,1353.71,1352.2,1321.93,1356.66,1352.45
1429,1518.87,1547.12,1531.09,1581.18,1599.53
1725,1507.03,1494.73,1460.4,1452.05,1424.4
1388,1651.68,1699.94,1693.4,1747.67,1781.19
1463,1410.4,1418.02,1396.33,1437.79,1451.39
1516,1481.55,1488.81,1467.34,1495.4,1503.69
1490,1516.06,1529.4,1511.46,1542.45,1557.18
1645,1534.89,1528.84,1502.71,1501.16,1493.54
1679,1662.68,1667.7,1645.64,1635.11,1627.97
1658,1683.38,1693.1,1673.67,1665.92,1664.52
1466,1619.23,1644.57,1634.42,1663.2,1691.41
1243,1403.3,1482.68,1469.83,1503.65,1581.83
1410,1277.41,1325.1,1299.23,1334.31,1372.39
