Real,K-AGRUED,GRUED,LSTM,ARIMA
109,82.1889,75.6142,71.9894,68.8899
82,86.7863,81.5384,80.7721,85.5482
120,87.7132,80.2829,76.5354,71.8559
119,95.5765,88.4063,84.0598,84.9212
82,93.2629,87.0229,87.6326,93.2887
52,78.5761,74.4983,77.9605,83.2397
102,69.5914,63.397,59.6751,54.9255
94,82.4274,77.3611,74.3135,75.6868
67,82.2908,77.8149,79.2496,83.7743
97,76.6016,70.9791,68.6941,65.7416
62,77.9141,74.383,75.0299,80.5639
70,71.0279,66.8404,67.2844,67.8748
74,68.8708,64.6436,63.4381,63.7711
64,70.2388,66.6277,66.8367,69.1566
61,66.4794,62.9397,63.3917,65.2294
52,62.0613,58.9161,59.7811,62.5069
65,59.5072,55.5146,54.6729,54.6505
32,58.4769,54.8481,58.1168,65.8161
72,52.6008,45.766,43.9903,44.0512
65,62.2145,57.299,56.7367,59.5691
48,65.1035,60.563,62.8021,68.3822
31,53.8882,49.6995,52.7776,59.65
31,42.0213,37.3933,38.743,44.1727
44,39.78,34.8611,34.0578,36.3935
71,50.1877,44.0851,41.4352,40.7524
47,61.9575,57.8367,59.2443,64.9868
61,59.4062,53.7434,53.8781,56.2427
44,57.8748,53.5658,55.0079,60.3352
62,56.0502,50.2578,49.7032,51.5358
84,63.727,57.4755,54.7902,54.0749
101,78.9166,72.2768,68.9977,68.4276
74,84.1344,78.4657,78.734,84.6324
122,84.8988,76.5577,72.2886,67.5726
67,88.0276,82.864,83.5643,93.7777
69,77.677,71.6606,73.3135,75.596
112,75.7221,68.273,63.6735,59.8282
72,85.2396,80.0862,80.0583,87.8301
72,78.3359,72.4218,73.4502,75.8724
84,73.6494,67.6841,66.074,66.7326
132,85.3572,77.1714,70.9474,65.7156
72,92.4653,86.8282,87.1892,98.1433
74,81.303,74.9935,76.5332,78.2493
71,72.4699,67.2758,66.9511,69.6807
94,75.1067,68.7237,66.1006,65.0765
76,80.2876,75.0895,74.4844,78.8206
91,79.7648,73.4368,71.9009,71.8658
72,79.3848,74.3477,74.26,78.7807
68,74.3767,69.2831,69.8619,72.8238
91,73.0676,66.9231,64.422,63.4074
87,80.3803,74.7998,72.9152,75.0243
60,78.3137,73.7472,75.3122,81.047
63,68.3036,63.48,64.1469,66.6945
45,61.8041,57.9507,59.4572,64.558
75,58.9764,53.1365,51.1243,50.4685
61,66.3059,62.0212,61.658,65.0689
65,66.7415,61.978,61.9991,64.0959
58,64.705,60.3875,60.6724,63.8825
124,72.3918,64.6335,58.2802,51.0564
96,90.7019,85.1215,82.1545,87.5665
33,80.6176,76.9431,82.4457,92.6783
90,62.4116,56.0628,53.5368,50.4223
31,65.5347,63.3523,65.7999,74.9142
48,53.9266,49.6477,50.9678,53.9807
43,48.2662,44.4,44.276,46.7607
54,51.3503,46.8305,46.1695,47.5167
69,57.6284,52.659,50.775,50.4604
85,68.7883,63.577,61.0007,59.9647
78,76.4629,71.9509,70.8941,72.8849
48,71.8165,68.696,71.15,76.9173
50,59.026,55.3235,56.6571,59.5958
42,52.6206,49.1165,50.0258,53.4337
66,52.8671,48.012,46.2611,45.5234
49,59.5553,56.2243,56.7396,60.169
68,59.6187,55.1091,54.2048,54.0884
45,61.0737,58.1562,59.4108,63.7677
52,55.7234,52.0245,52.6889,54.6847
29,50.6913,48.1398,50.3595,55.4699
56,45.3108,39.0528,38.2534,40.6543
36,49.5705,45.3443,47.09,53.2303
39,47.1208,41.9086,43.3899,48.8011
43,44.3501,39.2199,39.5395,43.5959
65,50.3331,44.1733,42.6503,43.8235
73,62.6172,56.8554,55.6334,57.4281
61,68.7482,63.7998,64.6207,69.4016
66,66.2151,60.6378,60.9466,63.9965
41,62.1665,58.0297,60.5401,67.5886
44,52.7373,47.5402,49.0423,54.0775
60,50.7474,44.9198,43.8797,45.7983
57,58.4439,53.309,53.398,57.0763
75,63.3229,57.1952,55.938,57.0875
79,70.918,65.2133,63.8561,65.926
66,73.8217,68.7362,69.2632,73.9323
53,67.6036,62.895,64.644,69.9927
36,57.0718,52.815,55.4719,62.2318
69,51.2916,44.8392,42.8427,43.2384
28,56.5512,53.2637,56.0965,64.5053
27,44.943,40.3903,42.8408,49.7271
46,37.2866,32.6346,30.9627,32.1472
55,47.8398,42.6448,41.3402,42.979
72,59.1203,53.1751,51.4476,52.2492
36,63.0133,59.4937,62.1491,70.0971
37,50.9034,46.2012,48.2014,53.8401
67,47.4728,41.5126,38.8321,38.3212
46,58.7157,54.5463,55.4302,60.7399
31,53.4803,49.4528,52.2701,59.0857
47,43.9593,38.8634,38.2723,40.8423
20,44.1418,40.7834,43.1316,50.0672
49,39.0187,33.943,32.3818,33.7555
42,45.7767,41.5641,41.2654,44.2446
66,52.8537,47.0308,45.3457,45.865
37,57.9977,54.3838,56.2566,62.7658
46,51.3041,46.4339,47.2803,51.1028
65,51.8261,46.2696,44.3173,44.5402
22,56.1105,53.3018,56.7804,65.4699
42,43.2263,38.3707,38.6681,42.1972
54,44.5932,39.8935,38.0201,38.2841
53,54.91,50.244,50.0917,52.8849
51,56.7175,52.2113,52.7278,56.1613
33,52.8746,49.2279,51.4302,57.3405
42,45.2327,40.743,41.0475,44.2269
68,49.2979,43.8006,41.1188,39.9256
29,57.5158,54.6718,57.3654,64.8319
93,54.7437,47.7331,43.6008,39.6022
53,68.9956,65.7841,66.0112,72.3461
42,62.6533,59.2556,62.2539,67.3374
53,51.4985,46.8409,46.6901,48.6602
53,54.2212,49.8491,49.6865,51.9577
37,54.1162,50.6696,52.591,57.6464
55,49.315,44.5653,43.987,45.179
22,49.3239,46.6475,49.4624,56.1845
69,44.4779,38.9759,36.1871,34.268
48,56.4039,52.8576,52.9265,56.3346
56,57.744,53.6096,54.1919,56.2478
38,54.3448,51.1564,52.9213,57.5964
54,50.0539,45.6539,45.46,46.7112
103,60.9943,54.4893,49.2672,43.5078
51,75.8363,73.3955,74.6918,82.7043
45,64.2522,59.274,62.6815,68.7303
59,52.7099,46.6147,46.5787,49.8764
53,56.8698,51.6791,52.5664,57.5143
33,54.357,49.9351,53.08,60.9184
40,44.7901,39.281,40.4634,45.932
50,44.8125,39.2376,38.8801,42.2382
62,53.101,47.1159,46.4302,49.0836
42,57.8714,53.3867,55.4977,62.3651
37,50.8075,45.7762,48.0708,54.6532
51,45.8408,40.0769,39.764,43.1231
50,51.203,45.9021,46.2389,50.518
37,52.0699,47.3609,49.5067,56.172
24,43.7976,39.3389,42.0515,49.7678
53,38.6166,32.998,31.18,32.6104
52,49.4678,44.2942,43.8647,47.1927
23,51.4355,47.5537,51.184,60.0363
53,41.8884,35.8897,34.7703,37.1824
48,48.7108,43.7834,43.6457,47.3959
42,52.5037,47.5612,49.0839,54.7257
42,48.5451,43.437,44.4334,49.4437
43,47.289,42.1937,42.7928,47.3177
69,51.6846,45.3266,43.3706,44.0338
56,61.9262,57.1313,57.4991,62.3024
59,62.1152,56.8158,57.4551,61.3042
55,60.1437,55.0904,55.7412,60.1161
28,54.9606,51.1371,54.4748,62.6412
40,43.1836,38.0316,38.6451,43.1223
41,42.6902,38.0678,37.9411,41.3631
33,44.8999,40.465,41.8273,47.3339
39,42.114,37.343,37.6307,41.5856
47,44.336,39.3547,38.8102,41.4797
66,52.519,46.6114,44.9452,45.8155
44,59.6941,55.5712,57.119,63.2038
54,55.3491,50.0639,50.6654,54.1151
36,52.4451,48.2973,50.1626,56.22
31,45.4359,41.0859,43.0428,48.9458
46,40.9185,36.128,35.273,37.2603
71,50.8863,44.9313,42.2943,41.5757
53,62.9385,58.7046,59.3942,64.3366
65,61.9221,56.6768,56.6801,58.8639
93,67.7165,61.3691,58.1901,56.6681
44,73.4196,70.411,72.7242,81.8111
48,59.6708,55.3653,57.6982,62.0198
57,52.6652,47.538,47.057,49.0789
44,55.7238,51.5968,52.9395,57.7509
41,51.1991,46.8889,48.4425,53.0272
48,47.8994,43.1728,43.2534,45.9224
37,48.9024,44.9045,46.3032,50.9853
44,46.2244,41.6935,42.1728,45.2588
41,46.6214,42.4308,43.0378,46.4481
38,46.2898,42.2066,43.3227,47.2931
37,43.9625,39.9529,40.8452,44.479
33,42.1431,38.4039,39.4778,43.3623
16,37.3444,34.532,36.9943,42.9123
19,28.2071,26.0606,26.6745,29.6012
50,30.1152,27.3849,24.0641,20.3455
38,44.7407,41.1963,41.5359,44.4109
36,45.6369,41.8865,43.4423,47.4477
26,40.397,37.2413,39.033,43.5629
28,35.2022,32.1849,32.9709,35.9297
29,33.4977,28.9425,29.7523,35.3012
51,37.8004,32.0704,30.8385,33.3287
45,47.7455,42.4792,43.3759,48.8403
29,47.8067,43.0065,46.1217,54.4302
27,38.4801,33.4762,35.4864,42.7382
21,32.667,28.5572,30.1034,36.753
10,27.6082,24.3975,26.4133,33.713
27,23.3625,20.4617,19.5357,21.7101
27,28.8599,25.6621,25.4345,28.8658
46,35.9911,30.8461,29.6734,32.1598
34,43.5093,38.8041,40.2017,46.4368
30,41.7665,36.7702,38.7357,45.6845
24,35.9732,31.6267,33.2275,39.8402
25,32.1722,28.1499,28.9177,34.2787
33,32.3691,28.2694,27.9454,31.5188
25,35.4055,31.3852,32.5432,38.3758
41,35.8569,30.9315,30.3024,33.5279
20,38.6495,34.79,37.0078,44.3812
13,31.1907,27.5206,29.7236,37.2764
41,26.6313,23.4288,20.9916,20.6073
40,38.6944,34.3746,33.8519,37.0047
38,44.8413,39.7762,40.9289,46.4311
29,42.2868,37.6885,39.5505,46.131
45,39.761,34.4946,33.9883,37.1471
45,45.4645,40.3645,40.4713,44.4711
30,47.0348,42.5016,44.9022,52.0375
38,40.9425,35.8755,36.5271,41.2332
67,45.585,39.436,36.9009,36.8211
31,55.8128,52.061,54.8706,63.307
41,47.0799,41.7073,43.2934,48.6826
35,42.5304,37.9958,38.9057,43.8654
53,44.6931,39.0675,38.3277,40.6935
23,47.5018,43.7071,46.6936,54.7392
18,36.3873,32.3827,34.9638,42.3341
20,26.6847,24.3778,24.4723,27.6035
22,26.722,24.5753,24.3169,26.707
19,27.7929,25.505,25.838,29.2475
32,28.7158,25.8953,24.804,25.9802
17,32.3236,29.6075,30.8976,35.9196
27,29.4552,26.379,26.2647,29.1232
18,29.4031,27.1249,27.7768,31.5211
16,27.0299,24.8364,25.5894,29.4653
32,26.1177,24.0553,22.4625,22.1843
20,31.9791,29.424,30.2251,34.1658
35,32.1108,28.5898,27.9555,29.766
30,35.9864,32.6118,32.9197,36.1464
32,37.4309,33.5271,34.2122,37.9609
32,37.2005,33.4551,33.9851,37.4385
42,39.1678,34.8792,34.5446,36.6352
35,43.0783,39.0277,40.0982,44.274
45,43.4485,38.7779,38.9867,41.651
48,47.143,42.4848,42.621,45.241
31,48.2422,44.5164,47.0262,52.9439
17,38.5828,35.3486,38.4826,45.252
41,31.0253,27.7952,26.349,26.1096
21,36.7538,34.0394,35.5847,40.1418
35,34.5392,30.9227,31.1138,33.4095
30,35.992,32.9402,33.4242,36.1146
24,35.9111,32.8313,34.466,38.762
28,32.2475,29.4551,29.9037,32.2528
34,33.2166,28.3911,28.7623,33.8391
26,35.9192,31.2147,33.0626,40.3355
19,32.5117,28.0773,30.3069,38.2333
44,30.9237,25.9927,24.6479,27.0369
62,44.0102,37.8278,36.2265,38.3112
51,56.8068,51.4434,52.9178,59.4188
59,57.1098,50.9238,51.8699,56.7889
44,56.0443,50.9293,53.2121,60.653
53,52.3935,46.1782,47.3195,52.6184
44,51.7894,46.3737,48.1712,54.9027
44,49.7085,43.9537,45.7102,52.1073
30,45.5157,40.5079,43.241,51.3382
31,38.9252,33.723,35.4218,42.232
36,36.7174,31.7815,32.2241,37.2037
48,41.2455,35.5916,35.2624,39.0215
22,44.4138,40.0336,43.3401,52.395
39,37.2301,31.7084,32.1565,37.163
53,41.2888,35.7459,34.5626,36.9922
25,48.0067,43.6358,46.9854,56.0251
28,38.308,33.2111,35.2599,42.4037
48,35.86,30.8817,29.4593,31.3613
33,44.2574,39.5368,41.2582,47.9216
21,39.9894,35.4037,38.4273,46.7775
21,30.335,26.6854,27.8446,33.5662
18,26.8627,24.2382,24.9198,29.5112
25,26.4085,23.721,23.4377,26.394
39,31.2643,27.5733,26.2777,27.8568
26,38.1105,33.9951,35.5748,41.7857
26,35.0916,30.7851,32.2114,38.1472
45,34.6931,30.1581,28.8442,30.4989
33,42.3986,37.8786,39.2235,44.9881
32,40.9302,36.0712,37.791,43.8486
49,40.0555,34.7656,33.9821,36.3736
20,43.8473,39.9372,43.1462,51.5244
34,35.7162,30.973,31.7382,36.4315
50,37.9697,33.2635,31.695,32.7198
25,45.5386,41.4411,44.3046,51.9943
23,36.7696,32.5005,34.8431,41.5909
31,30.7796,27.4703,27.2124,29.8521
87,42.7318,36.2644,30.9482,26.098
50,65.2591,61.4796,62.5902,70.0329
54,61.0022,56.1981,58.3383,62.8798
22,50.4626,46.8414,50.9253,59.8079
27,36.7286,32.408,34.4145,40.2792
57,35.8962,31.3824,28.6793,27.3167
32,48.2354,44.2112,46.3844,52.8493
23,41.6724,37.5686,40.8955,48.1675
41,33.9024,29.9135,29.1804,30.6586
22,37.9159,34.5541,36.5598,42.2975
13,31.3583,28.4213,31.0407,37.4707
19,22.9623,21.804,21.7447,23.2032
49,28.236,25.8013,22.6375,19.2867
35,42.8115,38.9074,39.9415,44.1592
33,42.585,38.3377,40.4843,45.6292
32,38.1546,34.2883,35.5446,39.5587
1,32.4985,30.3157,34.4778,42.7875
28,20.6055,19.6261,18.4092,17.3724
13,24.3061,24.016,24.4113,26.0678
21,24.5736,23.0466,23.3087,24.9437
18,24.4461,23.5893,23.7827,25.0233
30,26.5212,22.537,22.4972,26.7786
24,30.6151,26.4902,27.8249,34.4458
14,29.1973,25.1575,27.6967,36.2068
31,25.5053,21.69,21.3066,24.9398
17,29.108,25.6527,27.4335,34.6062
30,28.4999,24.0868,24.4157,29.4689
30,31.3474,27.1641,27.6938,32.975
36,35.4896,30.2833,30.9953,36.6576
31,37.6837,32.6115,34.2776,41.3154
38,37.7984,32.2501,33.1648,39.0513
54,42.3994,36.1559,35.6918,39.4631
32,48.4831,43.4743,46.5074,55.364
37,42.5762,36.6488,38.7158,45.8944
31,38.7693,33.7106,35.4782,42.5144
36,37.8277,32.4561,33.5469,39.548
36,38.8171,33.6026,34.7035,40.6963
19,37.5147,32.9914,36.0774,44.9574
15,28.5317,24.8428,26.9243,34.3488
37,25.6275,22.5666,21.0035,22.0712
21,33.1271,29.5272,31.1373,37.7657
29,31.8839,27.4082,28.2925,33.8189
24,31.1203,27.479,28.4873,34.0215
23,30.4874,26.6987,27.8966,33.711
26,29.1864,25.7058,26.1746,30.7054
54,34.6374,29.6406,27.491,28.1124
45,47.8806,42.4994,43.4983,49.152
30,47.866,42.8621,46.2667,54.7225
34,39.0925,33.8642,35.4573,41.5966
35,37.552,32.774,33.6291,38.7301
17,36.3365,32.2861,35.271,43.4857
47,32.0683,27.401,25.9356,27.3364
31,40.2264,35.9135,37.3115,43.3038
40,40.9532,35.4862,36.6747,41.8836
43,41.9828,36.7354,37.2966,41.6994
34,44.2526,39.2629,41.4529,48.0729
28,39.6515,34.9372,37.3065,44.1408
22,33.5633,29.6968,31.6146,37.8402
56,34.1357,29.3562,26.9431,26.4451
40,47.2043,42.4045,43.7517,49.4446
40,47.3364,42.0426,44.3354,50.3707
35,42.8827,37.9945,39.9159,45.7826
17,37.7084,33.7864,37.1692,45.1922
44,31.487,27.3557,26.2111,27.3137
43,40.508,35.9537,35.9193,39.0431
43,46.4003,41.2098,42.768,47.7178
45,46.4503,41.2004,42.5117,47.0496
54,48.7407,43.105,43.6353,46.9372
54,53.4085,48.0682,49.1032,53.1731
39,53.0433,48.6103,51.5355,58.0943
50,47.6603,42.2053,43.4386,47.2473
17,44.5782,41.0453,45.3542,54.2036
19,31.2022,27.7515,30.2689,36.3341
22,24.5395,23.161,23.1746,24.697
36,28.6474,26.0968,25.1295,25.3969
28,35.2749,31.8942,33.1583,37.2799
49,37.7493,33.0613,32.5787,33.8374
46,45.785,41.0916,41.8989,45.3184
25,45.8414,42.131,46.0565,53.4229
18,33.8718,30.5829,33.7049,40.0237
34,27.6555,25.2959,24.6994,25.034
23,31.6974,27.3115,29.3105,37.1861
31,31.5588,26.3404,27.5959,34.3398
40,34.0732,28.7312,29.0416,34.326
32,39.1943,33.699,35.9855,44.1526
16,35.1665,30.2506,34.0416,44.401
20,26.095,22.1341,23.6642,30.5535
24,24.7234,21.5993,22.0361,26.7816
35,29.273,24.98,24.8787,29.1621
29,34.7159,29.8818,31.5425,38.7342
40,36.1756,30.4616,31.2083,36.962
35,39.3258,33.8841,35.6102,42.8053
22,37.6595,32.5635,35.8581,45.2391
31,31.4355,26.5817,27.5815,33.6077
19,30.8378,26.9438,29.0427,36.6649
20,27.3361,23.5804,25.1225,31.7507
41,28.0096,24.1593,22.8789,24.8344
27,36.5038,31.9548,33.897,41.3192
31,35.4154,30.1414,31.8919,38.8415
13,31.2345,27.4602,30.4158,39.1576
13,23.3357,20.6378,22.282,28.5958
30,21.4513,19.7537,18.5226,19.3159
20,28.308,25.3494,26.5222,32.2158
11,26.2413,23.2068,25.5646,33.0439
16,20.0641,18.683,19.087,22.512
11,19.5324,18.8094,19.5236,23.1958
32,21.4589,19.8068,18.3288,18.5006
23,29.2718,26.3101,27.1542,32.158
30,31.0785,26.8709,27.6953,32.7224
27,31.8867,28.0001,29.1026,34.5304
21,31.2285,27.3933,29.3207,35.9361
23,27.7694,24.5475,25.5286,30.4515
37,29.3668,25.8033,25.1314,27.4196
42,37.6445,32.7038,32.8842,36.8477
18,39.923,35.5359,39.4031,48.6635
29,30.8573,26.5952,27.7666,32.9495
26,29.9668,26.7824,27.5107,31.8587
18,29.9932,26.6461,28.7055,35.0665
21,25.6551,23.1357,23.9639,28.0408
35,27.2555,24.4998,23.6154,24.9111
32,34.6187,30.5883,31.4563,35.9943
23,35.1891,31.0274,33.5386,40.3754
19,29.3202,26.0912,28.0169,33.8096
13,24.1495,22.364,23.8724,28.5655
13,20.1121,19.4946,20.1898,22.8969
32,21.4508,20.6083,18.9833,17.6945
26,30.1527,27.4039,28.0345,31.6323
26,31.8044,28.1702,29.6961,34.5876
17,28.962,26.2204,28.2083,33.6647
42,28.1375,25.0398,23.7253,23.7421
28,36.4429,32.7494,34.3543,39.5164
13,33.186,29.7175,33.4799,41.3744
10,21.75,20.6207,22.3234,26.4596
19,17.8557,18.3783,17.8421,17.2071
25,22.5238,21.8441,21.248,21.3115
9,25.3908,23.9312,26.161,31.2681
8,18.6045,18.5268,19.8976,22.7041
20,15.9377,17.3681,16.3285,13.9462
27,22.7541,22.1943,21.3684,20.7675
23,28.6593,26.3625,27.4967,30.7723
23,28.3154,25.873,27.2063,30.6436
29,27.8607,23.3669,24.3849,30.6725
27,30.4219,25.6882,27.3876,34.8557
39,32.7395,27.1567,27.8516,33.7998
28,36.3864,31.0541,33.6866,42.578
32,34.6404,28.8707,30.9501,38.9037
41,35.2459,29.4837,30.2676,36.3057
30,38.9436,33.3484,36.1774,45.1891
16,33.7438,28.7061,32.621,43.1888
18,24.5885,20.9916,22.7658,29.821
28,23.656,20.7056,20.7156,24.5436
23,28.2067,24.4403,25.9053,32.5941
35,30.0433,25.3031,25.7936,31.0134
26,33.3275,28.6661,30.7353,38.4992
36,33.3952,27.9898,29.0843,35.2582
19,33.5363,29.0535,32.0769,41.1928
14,26.9208,23.0673,25.7864,34.2243
18,20.9209,18.948,19.6738,24.0672
27,22.9769,20.6587,20.4653,23.4895
47,31.359,26.7512,25.5858,27.929
18,39.0854,34.4368,38.4099,48.7879
19,29.8853,25.27,28.1059,36.5813
21,23.5247,21.137,21.8333,26.3004
25,25.3511,22.4797,23.0052,27.359
18,26.7737,23.6986,25.4067,31.7871
10,23.0982,20.7893,22.9518,29.7088
12,17.7459,17.1125,17.9091,21.3994
20,17.9545,17.6526,17.2739,18.5026
33,24.2965,22.0614,21.1507,22.625
10,29.3112,26.1972,29.3014,37.7989
10,21.0755,19.0688,21.051,27.0911
14,16.0255,16.5034,16.5232,17.8122
29,20.2099,19.385,18.2032,18.1933
29,28.6545,25.5556,25.9376,29.8411
32,32.834,28.4025,29.5957,34.8745
44,36.1289,30.933,31.1891,35.0495
45,42.9501,37.1651,38.4828,43.907
13,41.4457,37.056,42.3615,53.3682
28,28.1201,24.1299,25.4573,30.5262
37,29.0677,25.9496,25.347,27.3065
26,35.6442,31.2826,33.7003,40.5468
38,34.1294,29.2947,30.2293,34.607
35,36.9864,32.2898,33.7539,39.0724
26,37.0238,32.3814,35.3595,42.6606
13,29.8468,26.4843,29.7894,37.5068
36,24.5317,22.1216,21.265,21.8457
23,30.944,27.9548,29.4804,34.6059
16,28.9815,25.7229,28.5577,35.2954
18,22.5443,21.0722,22.0743,25.3102
33,24.0493,22.3607,21.5131,21.7151
21,30.3084,27.4027,29.2732,34.5369
11,26.4119,23.931,26.891,33.4226
28,20.964,20.0345,19.4709,19.4485
22,26.1448,24.4094,25.1924,28.1942
16,26.3779,24.0621,26.2555,31.3533
29,23.8077,22.1349,22.0173,22.9777
27,28.5802,26.1119,26.9128,29.9019
35,31.9149,28.2369,29.104,32.1589
28,34.3688,30.6602,32.7898,37.8451
31,33.1951,29.3501,31.2042,35.5692
22,31.6481,28.5067,30.9947,36.3342
30,26.0006,23.7995,19.438,21.399
49,43.4961,36.9439,32.7816,37.7191
42,36.7851,32.11,26.3666,29.4841
45,39.8365,34.1923,30.6127,34.8258
51,40.0607,34.3564,29.3936,32.1602
45,42.8828,36.5824,32.5296,37.8069
50,42.7554,36.3567,32.6238,36.9372
26,39.702,34.4375,32.4237,40.3338
16,28.6994,25.9343,25.332,31.5357
13,16.5768,16.4605,13.4562,15.5524
22,13.9331,14.1349,9.10505,8.2725
8,14.956,15.4839,11.8542,13.4681
21,13.4421,13.5645,9.08362,8.74049
28,16.3251,16.1614,10.0573,7.83286
37,24.4437,22.519,17.1438,16.0221
17,27.6866,25.471,23.0264,27.1348
33,23.6116,21.6411,17.9519,18.5581
33,25.148,23.2443,18.1066,17.5078
12,26.7035,24.7376,23.4156,28.4181
8,16.6394,16.4819,14.7279,18.0282
16,10.7393,11.3856,6.61346,5.49452
37,16.1878,15.6194,8.819,4.4929
48,29.1998,26.2203,19.8782,17.2332
29,37.5698,32.9589,30.8099,36.3832
27,31.7481,28.3591,27.0225,31.6823
20,24.2579,22.6789,20.3249,22.606
17,20.1502,19.3472,16.8175,18.4844
18,17.1646,16.8424,13.4417,13.6119
13,16.1087,16.111,13.0307,13.5616
16,14.7808,14.8078,11.2426,11.1023
24,16.0246,15.7049,11.1119,9.21431
26,20.4892,19.5273,15.5293,14.422
29,23.981,22.336,18.9168,18.8429
21,24.6925,23.1228,20.8763,22.6659
21,21.9807,20.8221,18.4213,19.8716
8,17.9372,17.8098,16.0785,18.16
13,13.3668,13.5186,10.3403,10.8102
15,12.6873,12.9242,8.85031,7.29262
21,15.5447,15.2932,11.2687,9.67832
12,17.1423,17.0442,14.5779,15.0604
11,14.8027,14.9071,12.3812,13.3874
30,15.2451,14.618,9.38955,6.08635
46,25.11,22.9937,17.5064,12.9998
24,34.0423,30.7482,29.7587,34.2859
21,28.0562,25.9722,25.3072,30.1353
43,24.1456,22.2124,17.6263,14.9791
24,30.1642,27.7809,26.1872,28.4419
26,27.9249,25.8563,24.5677,28.1563
20,22.8356,21.8336,20.047,21.3123
41,23.9465,22.1548,17.9711,15.9379
26,29.2501,27.1112,25.4285,26.8614
31,28.9375,26.7212,25.0665,27.8261
22,25.78,24.3883,23.0758,24.9564
51,27.5222,25.0589,20.5046,18.0844
17,32.8365,30.2702,30.2821,35.1113
42,29.2182,26.7547,23.8016,25.9689
27,28.9434,27.0174,25.4584,26.2767
17,27.3722,25.995,26.0315,31.3011
19,19.6176,19.2086,17.2621,18.6806
17,17.8389,17.6468,15.4908,15.5804
19,16.1226,16.3985,12.2189,13.2159
26,17.5652,17.4837,12.4303,12.2934
20,20.46,20.1169,15.9267,17.5923
22,20.1801,19.6541,16.0483,17.5454
14,18.2061,18.3113,14.9148,17.0665
15,15.4654,15.8187,12.4557,13.9003
18,14.2069,14.7782,10.322,10.4428
32,17.9543,17.6064,11.9456,10.2905
20,23.365,22.5588,18.533,20.5092
15,21.3055,20.6782,18.57,21.6777
32,18.2597,17.7267,12.6293,11.1862
8,20.9017,20.8278,17.8517,21.1053
5,14.6423,15.1211,13.6754,17.1841
3,6.9367,8.63332,4.92953,5.64142
0,5.1251,7.05792,3.27087,3.95795
13,5.64106,6.95269,1.52231,-0.133186
12,9.74822,10.9893,5.9616,4.76527
15,13.0679,13.6767,9.70535,9.49694
10,13.374,14.144,10.7267,11.3263
12,12.4415,13.1349,9.6378,9.94205
17,12.8251,13.3668,9.00389,8.03267
10,14.4058,15.0313,11.8154,12.4743
13,13.286,13.7868,10.4712,10.8199
20,13.8806,14.1638,9.66277,8.22397
20,17.6084,17.5137,13.6461,13.0976
18,19.2089,18.9065,15.9387,16.6406
6,16.587,16.9669,15.1536,17.4705
16,12.6617,12.967,9.34155,9.08877
33,16.3849,15.9301,10.1025,6.26118
28,25.5452,24.1631,20.4395,20.3346
20,26.8605,25.3566,23.8133,26.9412
20,21.8874,21.1147,18.8569,20.3768
20,19.7818,19.3316,16.4528,16.768
6,17.7142,17.9604,16.5223,18.93
14,13.1872,13.4117,10.3145,10.6381
18,13.739,13.9007,9.78092,7.94097
33,19.5082,18.6467,14.0188,11.3128
35,27.3322,25.5371,21.7807,20.7974
21,30.2953,28.356,27.3001,31.1691
33,26.3189,24.6231,21.8782,22.6703
20,25.9242,24.7865,22.9442,24.6738
21,23.5443,22.6139,20.9226,23.125
19,20.3026,19.8719,17.551,18.0707
13,18.8267,18.7437,17.0056,18.4359
14,16.06,16.1129,13.7266,14.3322
6,13.9076,14.421,12.4921,13.4475
28,14.4419,13.8421,9.14709,6.64804
15,19.2954,19.1728,16.8137,16.2681
52,24.79,22.7597,17.4482,13.934
26,33.7487,31.3697,29.5139,32.0414
20,31.2137,29.4232,29.5334,35.8217
20,21.5785,21.1014,19.3307,20.6766
13,19.0677,19.0729,17.6493,19.0764
24,17.9302,17.497,14.4212,13.8307
25,20.8555,20.2943,17.5745,16.3498
35,25.3982,24.1436,21.2468,20.4553
23,28.1522,27.0229,26.0572,28.2738
30,26.5392,25.4016,23.5291,25.233
15,24.2159,23.8797,23.3817,25.9078
4,18.0047,18.5732,18.3844,22.6547
18,10.244,11.3016,7.10951,7.00709
10,12.0058,13.5504,9.10139,10.1653
35,16.2477,16.1231,10.6787,8.64762
13,21.8538,22.066,17.7739,20.7088
16,19.6855,19.5311,17.753,20.5619
24,16.0364,16.4225,11.6992,11.1494
6,17.7716,18.5511,15.9957,19.1715
14,13.4237,14.0873,11.3376,12.6167
5,10.7322,12.3442,8.85902,10.1286
2,8.74393,10.3709,7.83851,9.72673
7,6.24634,7.90104,3.85843,3.87151
4,7.0752,8.89099,5.02252,5.41963
11,8.23991,9.55205,5.43492,5.07888
11,10.3325,11.6121,7.43498,7.14521
10,12.0004,13.071,9.74749,10.3238
2,10.4655,11.9278,9.4053,11.0814
8,8.05627,9.3062,5.79733,5.97821
9,8.72206,10.0403,5.89863,5.3506
3,9.69662,11.1212,8.26068,9.29446
11,8.88583,9.89714,6.10344,5.69959
28,13.1956,13.402,7.68603,4.46374
6,19.1304,19.666,17.383,19.7705
21,16.4492,16.3473,13.4591,13.933
21,17.1408,17.3314,13.0583,11.8431
30,22.4911,21.7018,17.967,17.2842
13,24.0213,23.6495,21.8434,24.6199
12,18.8029,18.8611,17.4333,19.9711
7,13.2824,14.0968,11.7376,12.7478
29,14.412,14.1691,9.29916,6.59738
