Real,K-AGRUED,GRUED,LSTM,ARIMA
22,20.8657,21.2652,19.3414,18.6114
23,23.3706,23.8976,22.0156,22.0555
20,23.3995,24.1794,22.5975,23.8468
6,18.2275,19.8907,19.3648,23.8013
12,14.319,15.5724,13.5185,14.3435
12,14.1367,14.9315,13.1644,13.6798
23,18.4271,18.8212,16.027,14.3186
19,21.2906,21.9654,20.1951,21.0483
12,19.6435,21.0003,19.6897,22.6656
23,19.6208,20.2902,17.4115,16.3745
27,23.6878,23.9218,21.3185,20.2654
37,30.2156,29.9938,26.8866,24.8528
17,28.8528,29.722,29.0804,33.8912
29,26.546,27.0562,24.2499,23.9116
16,23.5798,24.5312,23.2917,26.3582
14,20.1942,21.5863,19.8257,22.4819
11,16.2441,17.6611,15.7143,17.8397
33,21.422,21.5024,17.2733,13.3669
29,27.9174,27.9739,25.6744,25.627
9,24.9988,26.6447,29.0534,30.8111
16,18.4801,19.3452,20.9319,17.1703
19,18.5256,18.4661,20.3415,15.0462
38,26.5906,25.7796,25.7119,17.0954
22,29.8572,30.5079,31.7198,31.0809
7,22.5674,24.4962,26.4351,28.7904
11,15.0404,15.9593,17.4562,14.8733
15,15.1979,15.2413,16.7062,12.432
1,13.1285,14.3193,16.9972,17.3846
14,12.6834,12.9952,13.6742,9.43628
9,13.5138,13.7104,15.6036,13.2348
8,13.5483,14.3829,15.7907,14.3595
9,12.6807,13.1862,14.4252,12.3197
17,15.2774,15.2905,15.761,11.8658
14,17.4541,17.9204,18.8624,17.1107
25,21.0175,21.1523,20.7436,16.7073
8,19.5986,20.8743,22.2652,24.0748
16,17.4749,18.4171,18.2619,16.6371
13,16.6246,17.1519,17.749,16.6017
15,17.4825,18.2228,18.2938,17.0855
27,21.3126,21.2574,20.2771,16.2186
19,23.8686,24.6588,24.6449,24.7763
22,23.8477,24.7621,24.0109,23.3549
5,18.4506,20.1671,21.0607,24.494
7,13.1863,14.5964,14.4879,15.3449
12,12.6486,12.9446,12.5617,11.1469
9,13.822,14.5856,14.6187,14.8635
17,15.9709,16.4506,15.4727,13.8556
16,18.0845,18.7014,18.1421,17.7139
13,18.2005,19.3436,18.8583,19.8324
11,16.3065,17.485,16.9736,18.0341
15,16.2655,17.0422,16.0144,15.6501
4,14.092,15.5489,15.6511,18.5025
36,20.4105,19.8852,16.4148,10.267
24,26.8751,27.342,26.3779,26.9816
15,25.402,27.1099,26.4174,30.1973
16,19.9756,21.2728,20.0013,21.2542
21,20.2603,20.9698,19.2446,18.7139
31,25.3307,25.5677,23.1363,20.9703
35,31.3399,31.6015,29.2067,28.0423
21,30.5933,31.91,30.9459,34.7665
10,22.5296,24.4986,23.9405,28.7484
12,16.3853,17.835,16.3221,18.0111
5,13.1483,14.6341,13.784,16.6931
5,11.0093,12.4418,11.1034,13.3643
9,11.1203,11.9699,10.2084,11.0391
11,13.084,13.9589,12.2145,13.0415
10,14.1335,15.3264,13.7567,15.4006
14,15.3098,16.346,14.3147,15.0173
18,17.7823,18.6254,16.4434,16.6093
12,18.1489,19.5489,18.16,20.6874
15,17.5234,18.8228,16.7819,18.0814
8,15.4933,17.062,15.7533,18.7736
10,14.0761,15.5558,13.5853,15.4577
10,13.6345,14.8895,12.9523,14.5989
9,13.6645,15.0764,13.2148,15.2624
2,11.2158,13.0474,11.7131,15.4018
11,11.3746,12.4893,9.80136,10.4071
12,13.6295,14.6004,12.3614,13.2676
14,16.0544,17.2832,15.0204,16.152
5,14.4517,15.7692,18.7714,17.19
17,15.1221,15.6095,16.9805,11.5204
1,13.1914,14.4933,17.8637,17.4638
7,11.2154,12.3581,14.1319,11.3302
23,15.6115,15.0845,15.8319,8.63073
30,24.5199,24.3858,24.9064,18.9658
3,22.1212,24.4921,26.9843,30.7869
14,16.2136,17.636,18.2621,15.8358
20,17.5031,17.5242,18.3951,13.7645
28,24.0331,24.3328,24.349,19.7931
31,29.1738,29.7758,29.4217,26.1856
11,25.8875,28.0702,29.2638,32.467
11,18.5438,20.4145,21.0875,21.4505
7,13.8608,15.0582,16.2893,16.0328
16,15.131,15.6652,15.7965,12.9298
25,20.4326,20.5268,20.2016,16.0984
22,24.5663,25.5631,25.509,24.483
13,22.3522,24.1834,24.6321,26.3324
7,16.5186,18.3776,19.051,20.7389
8,13.078,14.2602,14.5982,14.6186
12,13.6719,14.3203,14.3232,13.1387
16,16.4608,17.0912,16.8225,15.3461
9,16.5128,17.925,18.3157,19.5811
9,14.6111,16.0113,15.9716,16.7372
4,11.9601,13.2962,13.6909,15.2844
29,17.7211,17.3718,15.1683,10.0478
34,27.5696,27.5815,25.9496,22.6655
23,30.8894,32.6054,31.7363,34.2514
60,38.56,37.9668,33.421,25.4486
15,37.517,40.2924,40.366,48.7694
26,30.1709,31.9919,30.2199,31.7874
4,19.4017,21.6459,22.1804,27.325
22,18.417,19.4678,17.3008,15.8414
15,19.2061,20.215,19.5802,20.6544
13,19.1283,20.8472,19.9393,22.0228
11,16.5498,18.0558,17.1883,19.0382
25,19.6784,20.2006,17.9181,15.9361
11,20.3927,22.0835,21.6682,25.0195
6,16.0594,18.2478,17.5787,21.3572
32,19.6779,19.5438,16.188,11.9217
13,22.803,24.3929,23.958,27.6386
28,24.6938,25.822,23.2142,22.4387
36,29.4226,29.7805,27.0476,25.0193
30,33.5719,34.7871,32.9781,34.8617
10,26.7154,29.1516,28.9937,35.5891
19,20.4992,22.0742,19.969,21.0434
24,21.8454,22.6244,20.3946,20.0166
54,34.371,33.7442,29.1171,22.6339
8,33.2138,35.9419,36.6643,46.6331
20,24.5015,26.3659,24.449,26.801
23,21.5791,22.39,20.1756,20.1555
32,27.5722,28.2585,25.5137,24.5415
23,28.9431,30.3091,28.9033,31.7368
9,22.9047,25.1558,24.6878,30.3515
6,15.0239,17.1707,15.8908,19.7716
12,13.4241,14.6022,12.3864,13.5467
18,16.8406,17.713,15.2972,15.4649
19,20.3482,21.519,19.4613,20.5243
26,23.8917,24.8122,22.288,22.1413
26,26.7591,27.7369,25.6947,26.5974
20,26.4926,28.264,29.6102,28.1252
19,23.8091,25.5174,26.7664,24.6805
10,19.6164,21.6055,23.6672,23.2711
21,19.3084,20.3509,21.0455,16.6404
7,17.7071,19.4961,21.871,21.9709
23,19.154,20.0943,20.2305,15.452
43,28.7576,28.3272,27.3565,18.8486
34,36.9807,38.4147,37.8846,36.7591
21,33.3115,35.9079,36.0336,38.5249
28,28.4656,30.0686,29.5461,27.4246
22,27.0062,28.6904,28.9785,28.4601
18,24.7384,26.7758,27.0991,27.378
12,20.255,22.3041,23.0848,23.8467
11,16.9519,18.6857,19.3242,19.2806
24,19.4647,20.073,19.4854,15.7351
12,20.6081,22.3894,23.2449,24.3935
21,21.0237,22.4705,21.8613,20.2253
16,20.8371,22.34,22.5595,22.6105
20,21.7292,23.25,22.7397,21.933
6,18.1767,20.4561,21.3185,24.3066
7,13.9139,15.8217,15.9219,17.2096
17,15.0063,15.551,14.8421,12.9072
11,16.9728,18.4064,18.5933,19.5642
16,17.9576,19.3876,18.6929,18.4894
23,20.8933,21.8005,20.6657,19.0312
27,25.6627,26.8439,25.4705,24.3152
23,27.3368,29.1705,28.1461,29.2567
27,27.7047,29.3225,27.7439,27.6533
30,29.4412,30.8624,29.1043,28.6365
20,28.3914,30.63,29.7854,32.6789
32,28.5903,29.9296,27.6454,26.3365
13,25.7674,28.2665,28.0559,32.6045
4,17.8297,20.7325,20.5993,25.5926
23,16.9227,17.4895,15.1752,13.0879
15,19.9466,21.353,20.6317,22.3456
4,16.9729,19.6068,19.4232,24.234
20,16.3572,17.2435,15.028,14.0285
8,16.7281,18.4496,18.0813,21.3521
2,13.2323,15.6329,15.1548,19.5468
4,9.79333,11.1429,10.1185,12.7086
18,13.7654,13.9987,11.7954,10.8216
9,16.2989,17.9036,17.1731,20.1688
5,14.1762,16.3568,15.5,19.3336
5,11.2849,12.8294,11.6992,14.5977
24,16.3696,16.5393,13.6608,11.6375
10,19.0275,20.8792,20.1938,23.9661
7,16.2052,18.5508,17.4938,21.4715
20,16.6578,17.4846,14.9737,14.5348
32,24.4783,24.9578,22.0277,19.9915
15,26.3811,28.6298,27.8905,32.7157
22,24.0755,25.8356,23.7713,25.2565
13,20.965,22.9409,21.8351,25.4013
22,21.5046,22.9374,20.5932,21.1779
20,22.7107,24.1893,22.4172,24.1209
17,22.6792,24.542,23.0514,25.8289
13,19.9721,21.952,20.6148,23.8553
37,25.1441,25.4904,21.7029,18.2372
25,30.0391,31.5051,30.072,32.7012
32,31.9478,33.1169,30.9509,31.6638
30,31.8262,33.0457,31.1871,32.6108
33,33.431,35.218,35.1366,31.9766
13,28.2628,31.2822,32.9577,35.3003
4,18.1346,21.2964,23.3206,25.0348
23,17.02,17.7803,17.8593,12.2483
8,17.9933,19.9247,22.1897,22.268
14,17.443,19.4293,20.1987,18.4014
17,18.0234,19.2771,20.12,17.3831
11,18.3852,20.4463,21.743,21.544
19,19.0533,20.559,20.7668,18.1579
17,20.4344,22.0761,22.7439,21.4133
25,23.4961,24.9871,24.6444,21.8234
21,25.0613,27.008,27.175,26.5313
15,23.1726,25.6928,26.0849,27.1366
18,21.0049,22.9574,22.8744,22.1191
26,23.4923,24.7977,24.0867,21.4251
19,25.0644,27.2574,27.2602,27.899
30,27.0925,28.7179,27.3637,24.9713
32,30.7503,32.3767,31.117,29.4608
16,28.846,31.9112,31.9049,35.5852
21,24.3442,26.6628,25.7492,25.9957
18,22.4624,24.4674,24.0675,24.6665
35,27.3101,28.4109,26.2597,22.6745
20,28.976,31.5163,31.1027,33.7018
10,23.2157,26.4402,26.3709,30.593
27,21.7015,22.9082,20.9782,18.594
15,22.8314,25.0237,24.7957,27.089
17,21.8651,24.2076,23.2137,24.6543
22,21.9807,23.5595,22.2036,21.912
29,26.3694,27.8427,25.9608,24.8273
24,28.5603,30.8065,29.5034,31.092
46,34.4975,35.4867,31.9913,27.9292
20,34.4972,37.651,36.9885,42.5115
8,24.7609,28.3587,28.121,34.3409
30,21.9117,22.8672,20.0654,17.4748
11,22.469,24.9793,24.7429,29.0655
5,17.3147,20.34,19.8498,24.6357
29,19.072,19.4273,16.4493,13.4852
24,25.4437,26.9953,25.456,26.365
18,26.1245,28.7419,27.5305,30.9371
27,25.5413,27.2491,24.9435,24.9661
36,30.6531,31.9231,29.1238,27.7898
22,31.7152,34.3719,33.1624,37.3253
49,35.9737,36.8011,32.7229,28.7269
43,42.1853,43.8663,41.09,41.7067
46,45.7762,47.4521,44.561,45.2352
17,37.1116,40.5235,40.2621,48.279
53,37.1207,37.7049,33.1865,28.2452
34,40.1006,42.2741,40.4102,43.6512
50,44.2649,45.3541,42.0045,40.6962
28,40.2717,42.911,41.7514,47.1124
50,41.3533,42.2311,38.6425,36.309
19,36.465,39.502,39.1262,46.3911
16,27.6066,30.3169,29.4165,34.3043
21,22.1367,23.8342,21.7618,23.0497
51,32.5071,32.4552,27.9088,22.1734
20,35.8471,38.6233,38.2126,44.9492
28,31.8089,33.6744,31.9001,33.9602
28,29.0674,30.6532,28.6253,29.8478
13,26.0729,28.6801,28.1806,33.652
29,25.0557,26.3692,23.6162,22.9949
33,29.6394,31.1013,31.3414,26.4978
33,34.2928,36.5247,36.3327,33.775
30,34.1732,36.7404,36.6277,35.3368
49,38.6705,40.0314,38.0842,31.6838
43,43.8835,46.1184,44.7328,43.0098
38,43.6178,46.5136,45.1366,45.3076
36,39.929,42.66,41.4811,40.9656
35,37.8774,40.4866,39.3941,38.5045
33,36.497,39.1531,38.1864,37.5907
29,34.3064,37.1249,36.4349,36.5517
15,28.1157,31.5951,32.0636,34.9888
13,21.1775,24.147,24.4437,25.5585
36,24.8206,25.641,23.8669,18.1227
43,35.5288,36.8652,35.0066,30.8071
25,37.3059,40.7921,40.1816,43.6052
23,30.8668,34.0939,33.2873,34.9895
29,28.4245,30.6067,29.3284,27.9394
39,33.4444,35.1911,33.1017,30.0796
24,34.1005,37.342,36.6282,39.5173
53,38.7112,40.003,36.26,30.4204
39,43.176,45.9173,43.9332,45.1548
26,39.2669,42.9859,41.8001,46.2017
54,39.8301,41.13,37.1842,31.6816
43,45.136,47.755,45.2718,46.0388
24,40.3888,44.3608,43.3358,49.1004
34,33.8138,36.3489,34.0092,33.7533
12,27.576,31.2176,31.1273,36.5746
17,22.2392,25.0742,23.7967,25.6331
29,23.81,25.1269,22.9963,21.167
65,40.1743,40.1631,35.0897,26.2762
31,46.183,50.0391,48.5521,54.6247
47,44.7457,47.012,43.6613,43.0406
39,42.164,44.852,42.3817,43.9779
42,42.9565,45.4821,42.6229,43.3644
26,37.8195,41.2476,39.8457,44.5616
61,42.5631,43.4116,38.4343,32.2804
32,44.4748,47.9791,46.3226,51.6464
64,49.486,50.5667,45.6934,40.9573
30,46.0204,49.8476,48.4518,55.1097
35,40.5819,43.3121,41.0595,43.533
27,33.6605,36.4927,34.7328,37.8047
32,32.9382,35.2956,32.8581,33.8716
38,35.2021,37.1575,34.2848,34.0322
36,37.9346,40.312,37.8526,39.3418
42,40.0895,42.1226,39.1359,39.237
25,36.961,40.1496,38.8672,43.9938
13,27.8061,31.2639,30.5712,36.6174
11,19.3121,22.0212,20.7782,24.6862
28,21.5786,22.6163,19.666,18.4968
40,31.2551,32.3118,28.9937,26.8318
24,34.3719,37.2756,36.0145,40.6611
36,33.9452,35.8171,33.0691,33.1404
38,36.2417,38.0373,35.3622,35.6751
47,42.0057,43.4803,40.2905,39.3949
30,40.751,43.503,42.2243,47.003
20,32.8703,35.7733,35.0015,40.3494
35,30.1943,31.6845,28.7717,27.9054
27,31.8032,33.9957,32.3361,34.9885
26,31.2022,33.4418,31.8395,34.4847
37,32.5945,33.987,31.2137,30.465
19,31.2796,34.7377,35.9312,37.2728
32,30.0557,32.5973,32.0164,28.2594
36,33.0463,35.1058,34.6418,30.6073
46,40.1621,42.2392,40.5593,35.9604
26,38.911,42.6476,42.6536,45.2408
32,34.6663,37.7435,36.7799,35.4883
38,35.0197,37.2988,36.1105,32.7779
22,33.7951,37.4597,37.5908,39.885
33,31.8189,34.5064,33.2149,30.8096
24,30.4798,33.5325,33.4105,33.8381
20,27.7779,31.159,30.9716,32.0009
17,23.5944,26.6439,26.6469,27.3099
42,29.2037,30.4321,28.0499,21.929
19,31.6606,35.243,35.443,38.6962
48,35.9305,37.7886,34.5595,29.028
47,42.8408,45.0928,42.6522,40.2817
56,50.5895,53.0717,49.4467,46.8738
38,48.3563,52.2379,50.2781,53.5703
13,35.7344,40.6596,40.669,48.1936
40,30.4111,32.3862,29.3859,25.2913
46,38.242,40.0504,37.3438,34.0016
17,37.0393,41.6718,41.3742,48.2709
19,27.2576,30.9044,29.7339,32.276
19,22.6208,25.1999,24.168,25.1782
37,28.3884,29.9872,27.2601,23.9883
17,29.5086,33.1805,32.6752,37.0194
35,30.3594,32.7356,29.947,28.2221
26,31.0413,34.008,32.5676,34.3879
48,37.4839,39.3624,35.5992,31.9044
54,46.3126,48.4525,44.6318,42.2044
23,43.3137,48.0001,47.0868,54.7079
34,35.7807,38.8185,36.2148,37.0491
44,37.2053,39.2476,35.9423,33.8744
32,39.6652,43.1265,41.1236,44.3407
55,43.7458,45.5784,41.2394,37.6251
42,46.5203,49.7507,47.0452,49.3688
51,48.5192,51.0629,47.442,47.0245
26,42.0329,46.2044,44.9225,51.3214
34,36.4293,39.3631,36.7748,38.1558
69,45.3069,45.8635,40.1709,32.4021
59,57.0385,59.7809,55.8328,56.1547
40,53.6403,57.4773,55.5011,60.769
66,53.0059,54.438,49.5618,45.501
46,53.0893,56.4889,53.7797,57.288
43,49.5693,52.5633,50.0936,52.9583
32,41.5439,44.8874,43.0273,47.2144
54,43.2971,44.8752,40.6645,37.6068
25,41.0397,44.9703,43.8925,50.6435
41,38.7589,40.9663,37.9064,37.7848
45,40.7192,42.7559,39.4703,38.916
69,52.4827,53.4384,48.3705,43.3599
57,58.1947,60.8231,57.5345,58.9501
45,54.4438,57.3807,55.413,59.2614
62,53.3048,54.6593,50.6561,48.2468
56,55.4993,57.7484,54.5444,55.3177
68,59.8612,61.1825,57.1504,54.8574
55,58.9701,61.5058,58.8386,60.9976
43,52.998,55.6767,54.1272,58.1662
50,48.6015,50.3347,47.5741,47.7449
68,54.4253,55.2202,50.8404,46.8503
36,52.5349,57.0421,56.2083,60.415
57,50.4584,53.0407,49.9583,45.2954
61,53.7262,56.0083,53.0552,48.5389
64,59.7171,62.5356,58.9056,55.7988
45,55.6798,59.8816,57.855,60.2423
80,60.0339,61.5158,56.1886,47.3432
70,65.8762,68.9373,64.6921,62.4139
48,61.2677,66.0427,63.478,66.9107
65,57.6922,60.3434,56.1713,52.1887
59,58.1251,61.3435,57.9212,56.6976
46,54.9712,59.1164,56.6665,58.8505
45,49.033,52.6483,50.1648,50.4878
70,53.7682,55.5878,50.8769,44.005
25,49.1456,54.624,54.1127,62.2723
66,49.3388,51.2532,46.3459,39.3071
50,51.8581,55.2005,52.5012,52.798
22,44.8402,50.146,49.5449,57.0252
54,40.6461,42.7857,38.7502,33.1286
50,46.7908,49.6027,46.663,45.0909
38,47.5441,51.6882,49.5531,52.5666
59,48.546,50.9265,46.6576,42.4594
55,53.1097,56.2672,52.6875,51.9533
40,50.8222,55.1243,52.8061,56.4962
38,43.9779,47.7734,45.3316,47.2338
56,45.7559,48.0909,43.9415,40.1251
44,48.7123,52.4195,49.6594,51.4971
33,44.1939,48.425,46.4485,50.4307
54,43.9569,46.3007,42.1106,38.5288
35,44.3616,48.4142,46.3508,50.0159
40,42.4761,45.9004,43.0176,44.0015
59,46.5181,48.5977,44.0312,39.8368
64,56.178,58.8142,54.1977,51.9126
68,62.2935,65.1798,60.4209,58.7367
44,57.1532,61.704,59.225,64.2272
30,45.4722,49.8858,48.2476,54.0037
50,41.6055,43.9667,39.8911,37.3202
35,42.2974,46.0459,43.7581,47.0445
62,48.3467,50.2333,45.2726,40.8765
37,48.2908,52.4839,50.3083,55.2
60,50.7914,52.9528,48.403,45.5537
31,46.117,50.5743,48.9293,55.2036
23,37.0111,41.1067,39.7025,45.2028
67,41.46,42.0372,36.0627,27.7491
39,48.5987,52.5839,50.2749,54.8797
75,56.9752,58.1578,52.5159,46.5556
70,63.3238,65.9941,61.266,59.9676
45,59.6177,63.8758,61.8627,67.3561
49,51.8942,54.7372,51.7731,53.2669
28,42.601,46.6439,45.2576,51.3123
94,55.054,54.3829,46.4754,33.2729
57,63.6978,67.752,64.5285,68.4347
48,59.335,62.6235,60.7183,64.598
45,49.4898,52.388,49.8192,52.114
52,48.8561,51.1204,47.6922,47.3648
70,56.3125,57.6966,52.8436,48.8342
62,61.2912,63.9238,60.4262,61.025
39,54.6024,58.284,57.0997,63.1011
25,41.0848,44.6065,43.9305,50.2239
39,35.4918,37.5177,34.5739,34.0742
26,34.4336,37.503,36.0363,39.9923
33,33.7178,37.0308,36.3928,33.6207
56,40.9331,42.6786,40.214,31.9238
57,51.6549,54.3302,51.8201,47.884
22,45.6267,51.0428,51.2648,58.001
52,41.3724,43.977,40.9431,34.809
67,51.0792,52.7885,49.2692,41.6567
54,58.0197,61.9021,59.1326,59.4056
76,62.6644,65.0556,60.0503,53.9027
46,58.8446,63.7039,61.5551,65.332
100,68.605,69.452,62.0566,49.4799
33,60.7715,67.4515,66.4131,76.2257
40,50.165,54.4829,52.2237,54.3865
53,44.2963,46.8972,43.7068,39.3183
81,59.0807,60.6745,55.0374,46.3354
69,67.1397,70.9478,66.5218,65.5642
51,62.1146,67.0047,64.0725,67.2266
76,61.9958,64.409,58.962,53.2403
63,63.5175,67.4437,63.4434,63.4708
58,61.691,65.7989,62.1101,62.8405
76,63.4176,66.0182,60.5806,55.6912
46,59.453,64.5606,62.0206,66.7388
46,52.4541,56.5652,53.6193,55.4233
40,45.2771,49.2783,46.7348,48.3633
35,41.462,45.5395,43.2723,45.3239
33,37.7421,41.6116,39.3588,40.8393
51,41.3843,43.9555,39.992,36.4264
44,45.9911,49.6711,46.7273,47.5518
76,56.2669,58.1026,52.1339,45.111
51,58.8605,63.3999,60.2601,63.5772
62,59.0015,62.2384,57.8855,56.721
72,61.6201,64.3797,59.1294,55.777
66,64.8122,68.5235,64.0849,63.9472
75,67.1364,70.1413,64.8943,62.1853
93,74.3885,76.6405,69.8743,63.4998
35,62.9574,69.7088,68.4511,78.5309
60,55.7556,58.4341,54.1707,52.5042
64,55.7604,58.5793,53.8535,51.6425
75,64.6607,67.3139,61.9517,58.7333
111,79.4986,80.522,72.2004,61.3916
60,74.5036,80.5683,77.2484,82.7035
46,62.0597,66.599,64.5939,69.5738
75,58.405,60.1921,54.4384,49.0109
52,59.1339,63.3668,60.2212,63.6676
59,58.2907,61.3077,57.4688,57.5149
71,60.4585,62.8397,57.7424,54.7104
53,60.1373,64.1665,61.1095,64.3231
39,51.9724,56.0802,54.0962,59.1422
67,52.1122,53.8359,48.6071,43.9368
95,68.2412,69.2593,62.115,53.5987
40,63.979,69.9216,68.6669,77.7333
52,55.4504,58.0789,55.2785,56.4689
60,52.5305,54.9017,50.6034,48.8475
60,57.5022,60.2639,56.4518,56.37
60,58.8225,61.5826,57.9733,58.2195
69,61.5212,63.69,59.3196,57.3139
97,72.8361,73.6867,67.0675,59.1205
63,71.5486,75.9024,72.974,76.4666
84,72.4179,73.7894,69.0808,64.6337
116,83.3625,83.6819,75.8602,64.8049
78,81.5463,86.028,82.0888,83.4251
65,72.8539,78.1422,74.3453,74.7719
74,67.3899,70.6278,66.2024,62.0491
72,67.6433,71.1432,66.9723,63.9864
79,70.4292,73.6566,68.7287,64.1958
69,69.1737,73.3243,69.2762,68.0791
50,61.5537,66.5353,64.0859,66.7889
53,54.7251,58.5554,55.6546,54.6779
46,50.3686,54.3718,52.2016,52.2867
55,51.0063,54.3162,51.1347,48.1788
54,52.8014,56.3546,53.3826,51.7112
52,53.4421,57.288,54.3584,53.7235
96,65.7445,66.8753,59.8986,47.9883
87,76.6798,80.3117,74.4745,70.6357
69,74.0755,79.2988,74.972,75.6329
59,65.3778,70.082,66.5334,67.8349
48,56.356,60.9573,58.2038,60.4567
72,58.0022,60.5783,55.4091,49.6489
63,61.8058,65.6909,61.7032,61.0573
49,58.4347,63.2103,60.3505,63.1818
104,68.6956,69.4637,61.3204,48.169
53,68.1964,74.3213,71.3999,77.2463
67,65.4975,69.1556,64.6776,63.1507
64,61.2672,65.0031,60.6965,59.678
102,73.8983,75.45,67.7134,57.4848
63,72.3895,78.1239,74.2968,77.8427
96,76.8016,79.1156,72.1803,64.4911
68,72.3054,77.3882,73.0836,74.8542
96,77.3986,79.8506,72.9489,65.6766
62,71.0755,76.5882,72.8562,76.2654
82,71.5244,74.4674,68.7495,64.4664
64,67.2286,71.7707,67.6827,69.134
84,70.7521,73.4679,67.4651,62.5836
114,83.0531,84.6957,76.1658,65.436
70,78.9687,85.1449,80.8695,84.0532
69,71.9846,76.1751,72.0493,72.1153
105,76.8275,78.2881,70.3978,60.5643
126,92.4835,94.5063,85.1953,73.5981
58,79.0007,86.7207,83.5682,90.7529
58,67.0837,71.209,68.2142,70.2424
77,62.9804,65.3945,59.6414,55.137
74,68.205,71.6381,66.6346,65.187
55,64.2674,68.866,65.7962,69.2898
84,66.7044,68.5989,62.4533,56.5637
74,69.8345,73.4897,68.6531,67.9339
86,74.4825,77.1704,71.5105,67.4275
70,71.6178,75.7595,71.6267,72.5021
80,71.8378,74.6048,69.5201,66.6141
60,66.5046,70.8088,67.4971,70.2505
81,68.3438,70.4182,64.9948,60.6945
83,72.3421,75.1406,69.6993,66.5957
97,79.7712,81.9789,75.6757,69.6491
82,78.8454,82.6998,77.9609,76.8857
103,83.1512,84.9774,78.4472,70.9878
84,80.6522,84.6141,79.8125,78.7122
58,70.7487,75.327,73.0514,77.0243
81,68.3219,69.9329,64.8883,60.4954
110,80.1454,80.983,73.3865,63.4912
109,89.493,92.1313,85.2939,78.4744
95,87.472,91.1285,85.7992,82.3599
95,84.7454,87.5031,82.2917,77.8121
67,75.1484,80.9164,77.1503,78.3808
87,74.2323,77.2761,71.6936,65.1926
82,74.6045,78.3406,73.3794,69.5664
78,74.5377,78.773,74.0028,71.2684
67,69.5833,74.1671,70.3637,69.8879
55,62.306,66.9952,64.1756,65.3475
85,65.7057,67.8936,62.2176,53.7878
70,68.8908,73.0747,69.0402,67.9251
81,71.9758,75.4461,70.172,65.6728
83,73.6779,77.2794,71.9045,67.7271
68,71.1029,75.969,71.9028,72.0554
88,73.2383,76.1865,70.1595,63.8111
63,69.3306,74.4995,70.8749,72.5927
55,62.5779,67.3685,64.1932,65.8253
51,54.88,59.1643,56.1095,56.6238
62,55.3509,58.6998,54.5141,51.2823
80,63.9933,66.6222,61.0009,54.7303
64,66.6415,71.2636,67.3452,68.0111
96,74.0444,76.3013,69.2937,60.7915
86,77.8243,82.0133,76.2261,73.2725
62,71.7593,77.4595,73.844,76.4864
90,72.5222,75.1202,68.602,61.7377
66,70.0346,75.067,70.991,72.5024
54,63.4629,68.4499,65.2635,68.0361
65,59.2961,62.7621,58.0864,55.7888
101,71.86,73.4463,65.6966,55.3247
62,71.9622,77.8661,74.2362,78.0339
63,66.5226,70.8381,66.8799,67.4247
57,59.2991,63.5335,59.7074,60.5957
70,61.3478,64.5476,59.3906,56.3425
60,61.6917,65.9674,61.9769,62.8654
66,62.2999,65.9155,61.2694,60.0016
74,65.0757,68.3424,63.0135,60.1057
54,62.47,67.3691,64.1031,67.3924
56,57.9701,61.8995,58.0446,58.8142
66,58.2883,61.4817,56.5083,54.1177
58,59.6496,63.7532,59.8179,60.8751
87,67.3117,69.4031,62.7761,56.0392
74,71.1096,75.2471,70.4068,70.0013
94,77.3086,79.8858,73.3848,67.3288
75,75.1587,79.7687,75.1609,75.4888
71,71.5402,75.5473,71.2892,71.2142
50,61.6648,66.503,63.793,68.2236
65,58.8385,61.7502,57.0365,55.1513
45,54.4562,59.0219,56.2282,60.3419
40,48.5215,52.6231,49.9195,53.367
45,44.4278,47.8307,44.163,44.5734
79,55.6165,57.0917,50.4755,42.8362
78,68.1161,71.1713,65.8174,63.2885
43,62.0588,67.4228,65.7982,72.8317
32,47.7256,52.0351,50.4386,56.3067
63,46.3493,48.1187,42.64,37.3674
57,54.2908,57.6001,53.5489,53.6142
31,49.7188,54.488,53.2286,60.4808
10,32.7881,37.7077,37.3409,45.9492
3,17.5492,21.2257,20.4403,26.9724
0,10.7328,12.7001,12.0124,18.4986
0,8.78668,9.82834,9.156,15.5273
0,8.39419,9.15219,8.53374,14.9228
0,8.40511,9.14491,8.5577,14.9216
0,7.92132,9.95353,10.6448,13.0261
3,8.83259,10.6469,10.9913,12.806
59,26.5412,25.2416,20.6897,8.70154
59,47.5875,49.8759,47.651,41.1747
61,58.4443,62.0998,58.8523,56.2304
67,60.9425,64.3413,60.5121,56.7934
34,53.3798,59.0706,58.2212,63.8462
60,50.3903,53.5013,49.5343,44.1138
64,55.3299,58.4142,54.7943,50.2384
43,54.9515,60.0239,58.141,61.2816
52,50.8945,54.7485,51.5281,49.6054
53,50.7091,54.4379,51.3371,49.1937
24,44.0371,49.7343,49.1666,55.1567
36,36.5519,40.5802,38.0206,36.7704
38,36.3363,39.8866,37.5747,35.7745
81,52.3581,53.7952,47.5237,36.1276
44,57.3616,62.7974,60.7865,65.4338
35,49.2665,54.4376,52.4725,56.6042
55,44.9492,48.0474,43.7994,39.2932
70,55.5299,58.2984,53.2359,47.4957
69,63.9906,67.8095,63.1976,61.1869
50,60.27,65.4321,62.5619,65.8942
32,48.4383,53.8565,52.0707,57.4326
78,51.8759,53.6025,46.9262,37.0549
50,57.2621,62.1785,59.244,62.1463
32,49.9925,55.4817,53.7179,59.7254
33,38.4063,42.8101,40.0581,41.6591
